geo_level,geo_code,geo_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
National,,National,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,1603,124558.23,25552.72,19895.63
National,,National,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,1023,87794.6,17800.21,12797.43
National,,National,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,1856,154644.01,33820.57,28408.21
National,,National,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,267,79973.46,14868.22,11732.19
National,,National,831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,451,49173.45,13048.53,10146.02
National,,National,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,565,27757.27,8687.5,6379.72
National,,National,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,215,22184.09,6398.73,4818.06
National,,National,834,ACUTE LEUKEMIA WITH MCC,4444,275304.9,64727.98,53953.85
National,,National,835,ACUTE LEUKEMIA WITH CC,1762,101053.08,22658.25,18443.69
National,,National,836,ACUTE LEUKEMIA WITHOUT CC/MCC,210,65913.68,15453.97,11990.23
National,,National,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A,1769,226158.8,62815.56,50604.72
National,,National,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAP,1247,101542.95,26897.68,21651.33
National,,National,839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,519,69816.7,17061.05,12999.61
National,,National,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,8326,144658.86,32151.18,26807.15
National,,National,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,5442,77752.96,16316.35,12905.49
National,,National,842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,783,54607.15,10972.47,8536.3
National,,National,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MC,2217,89875.7,19781.75,15829.58
National,,National,844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,1423,58343.72,11362.12,8808.93
National,,National,845,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT,191,45366.18,8756.86,6347.3
National,,National,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,3240,126528.15,31140.89,24953.25
National,,National,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,7923,61896.28,14649.91,11168.62
National,,National,848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,114,36861.66,10892.75,8306.85
National,,National,849,RADIOTHERAPY,231,128826.92,25599.91,22540.45
National,,National,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,82276,215975.22,44641.21,39014.96
National,,National,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,20936,92586.62,18508.75,14814.5
National,,National,855,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,122,75408.14,14218.13,11805.42
National,,National,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,7267,189087.57,41566.48,35400.73
National,,National,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,7384,95042.47,19667.24,15982.35
National,,National,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,598,59420.9,13052.02,9881.31
National,,National,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,10906,79741.63,17408.07,14212.18
National,,National,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,7854,42527.11,9823.65,7574.78
National,,National,864,FEVER AND INFLAMMATORY CONDITIONS,4505,44140.6,8621.53,6547.75
National,,National,865,VIRAL ILLNESS WITH MCC,2625,68401.71,16548.26,13476.13
National,,National,866,VIRAL ILLNESS WITHOUT MCC,3260,41909.34,9333.57,6633.04
National,,National,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,2405,92383.94,21070.26,17019.82
National,,National,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,1605,47170.02,10803.66,7831.99
National,,National,869,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,222,36040.22,7736.41,5102.56
National,,National,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,27451,302123.35,62012.67,55400.74
National,,National,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,562896,85472.68,17656.98,15105.71
National,,National,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,107993,46624.39,9642.66,7370.78
National,,National,876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,556,137263.28,35123.15,29197.44
National,,National,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,5264,44764.84,9295.0,7120.24
National,,National,881,DEPRESSIVE NEUROSES,2198,29321.79,8801.86,6963.06
National,,National,882,NEUROSES EXCEPT DEPRESSIVE,1345,36139.51,8884.84,6710.57
National,,National,883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,704,56618.88,16315.43,13073.74
National,,National,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,20726,59017.12,14699.96,12169.76
National,,National,885,PSYCHOSES,43506,41265.01,13237.95,10886.34
National,,National,886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,223,60441.14,14335.11,10256.78
National,,National,887,OTHER MENTAL DISORDER DIAGNOSES,312,50022.24,12265.89,10158.73
National,,National,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",2801,26676.11,6446.32,5059.5
National,,National,895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",3837,31999.67,13352.64,11850.04
National,,National,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",9229,75196.18,16709.8,13962.85
National,,National,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",19449,33869.16,8564.84,6679.22
National,,National,901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,906,192175.84,46233.55,38738.64
National,,National,902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,1536,88916.3,19490.59,16057.9
National,,National,903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,367,56819.5,11958.31,9347.35
National,,National,904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,874,189176.78,40521.98,33825.37
National,,National,905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,117,82276.28,15630.26,12448.94
National,,National,906,HAND PROCEDURES FOR INJURIES,369,102211.14,20892.07,16084.81
National,,National,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,8837,179396.03,38503.92,32654.43
National,,National,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,7314,93559.97,19085.13,15615.99
National,,National,909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,1955,63678.92,12590.13,9972.46
National,,National,913,TRAUMATIC INJURY WITH MCC,809,75213.27,15464.48,12946.89
National,,National,914,TRAUMATIC INJURY WITHOUT MCC,1883,45295.57,9024.42,6950.09
National,,National,915,ALLERGIC REACTIONS WITH MCC,1758,76776.87,17618.46,14214.22
National,,National,916,ALLERGIC REACTIONS WITHOUT MCC,2147,29567.83,6813.13,4707.14
National,,National,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,17883,72500.29,14980.4,12433.05
National,,National,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,7329,38754.43,8404.5,6404.81
National,,National,919,COMPLICATIONS OF TREATMENT WITH MCC,13500,84178.14,18683.14,15275.41
National,,National,920,COMPLICATIONS OF TREATMENT WITH CC,10765,46549.72,10154.74,7928.62
National,,National,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,1770,32703.07,7273.71,5383.11
National,,National,922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",1662,76176.97,15819.63,12897.51
National,,National,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",1610,44948.02,10045.67,7661.63
National,,National,927,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,129,935905.88,240570.84,225547.71
National,,National,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,987,312442.08,76127.49,65429.95
National,,National,929,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,191,137430.45,33298.53,27147.55
National,,National,933,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,77,140751.87,40058.86,34055.42
National,,National,934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,338,88752.4,23147.44,19255.58
National,,National,935,NON-EXTENSIVE BURNS,1201,91674.15,23713.42,19042.68
National,,National,939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,456,137526.96,32261.12,27286.94
National,,National,940,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,1031,103248.12,21049.86,17295.21
National,,National,941,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,468,94449.45,16945.48,14519.6
National,,National,945,REHABILITATION WITH CC/MCC,2150,53106.01,15631.29,14266.39
National,,National,946,REHABILITATION WITHOUT CC/MCC,524,38103.32,11094.73,9815.12
National,,National,947,SIGNS AND SYMPTOMS WITH MCC,6546,54803.89,12173.46,9864.35
National,,National,948,SIGNS AND SYMPTOMS WITHOUT MCC,18393,36140.56,7673.88,5819.58
National,,National,949,AFTERCARE WITH CC/MCC,944,44925.31,18176.75,15745.63
National,,National,950,AFTERCARE WITHOUT CC/MCC,141,23612.25,9774.35,8036.98
National,,National,951,OTHER FACTORS INFLUENCING HEALTH STATUS,6524,24667.12,5728.55,4416.33
National,,National,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,450,336660.87,69892.29,60430.29
National,,National,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",6279,167155.46,34517.83,29801.45
National,,National,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,2386,361441.39,80392.62,66742.63
National,,National,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,1644,209244.81,43850.75,34164.77
National,,National,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,130,119903.32,24788.32,19236.12
National,,National,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,3353,129953.54,28910.87,24179.48
National,,National,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,4249,72996.63,15231.7,11646.68
National,,National,965,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,554,49426.37,9191.24,6544.76
National,,National,969,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,241,332603.44,75572.41,68304.46
National,,National,970,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,53,129256.66,30484.28,25135.64
National,,National,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,2573,141593.57,33411.46,28759.82
National,,National,975,HIV WITH MAJOR RELATED CONDITION WITH CC,1090,68071.87,15982.24,13294.91
National,,National,976,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,116,49809.91,12833.04,10688.13
National,,National,977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,577,62609.2,15992.49,13324.6
National,,National,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,21077,201037.24,43394.43,37608.88
National,,National,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,10286,112307.9,22526.78,18931.62
National,,National,983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2082,83032.04,15771.58,12435.76
National,,National,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,7407,155923.61,33390.95,28562.35
National,,National,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,5344,79431.91,16227.87,13079.82
National,,National,989,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,760,58318.4,10602.46,8155.85
State,01,Alabama,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",183,886841.13,178415.57,152674.75
State,01,Alabama,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",156,473801.34,94829.45,82712.72
State,01,Alabama,005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,13,688216.15,129615.92,91768.15
State,01,Alabama,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",21,175564.57,40385.1,33782.05
State,01,Alabama,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",38,203687.34,34504.18,27044.26
State,01,Alabama,013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",13,146453.77,24701.69,20503.38
State,01,Alabama,016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,37,204285.62,65865.81,39724.14
State,01,Alabama,018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,46,1576143.57,304007.65,288903.09
State,01,Alabama,020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,31,301081.55,76315.03,62770.1
State,01,Alabama,023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,181,214995.12,46325.25,36139.5
State,01,Alabama,024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,58,145633.55,29936.26,23921.55
State,01,Alabama,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,288,230938.36,36544.79,30574.41
State,01,Alabama,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,83,143489.12,23639.01,18424.71
State,01,Alabama,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,112,118493.26,20604.05,16382.62
State,01,Alabama,028,SPINAL PROCEDURES WITH MCC,38,277621.26,59074.61,31352.13
State,01,Alabama,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,50,175621.28,33768.06,18767.46
State,01,Alabama,030,SPINAL PROCEDURES WITHOUT CC/MCC,13,71767.31,16324.46,14562.69
State,01,Alabama,031,VENTRICULAR SHUNT PROCEDURES WITH MCC,16,205866.5,39617.56,27168.12
State,01,Alabama,032,VENTRICULAR SHUNT PROCEDURES WITH CC,27,96243.7,16767.89,11548.93
State,01,Alabama,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,26,86130.54,12692.62,10939.77
State,01,Alabama,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,29,130673.0,26492.14,23256.83
State,01,Alabama,035,CAROTID ARTERY STENT PROCEDURES WITH CC,83,96336.13,16133.61,14524.41
State,01,Alabama,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,160,73341.22,12797.34,10702.7
State,01,Alabama,037,EXTRACRANIAL PROCEDURES WITH MCC,60,144037.52,26807.8,22172.73
State,01,Alabama,038,EXTRACRANIAL PROCEDURES WITH CC,158,88506.93,12504.27,9365.97
State,01,Alabama,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,329,57401.95,8695.24,6456.97
State,01,Alabama,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",45,168968.87,26206.64,22211.69
State,01,Alabama,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",75,119942.55,16214.36,13181.61
State,01,Alabama,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,123,63886.15,11529.13,8474.82
State,01,Alabama,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,31,35504.26,7790.32,5877.81
State,01,Alabama,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,184,72116.91,16536.61,13639.73
State,01,Alabama,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,397,39800.0,11038.67,7564.65
State,01,Alabama,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,22,50643.91,10119.59,6617.55
State,01,Alabama,060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,15,52748.2,6655.27,4858.0
State,01,Alabama,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",50,189700.28,21929.52,19100.84
State,01,Alabama,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",81,99480.48,14258.94,10795.38
State,01,Alabama,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",17,79560.06,11897.0,8887.65
State,01,Alabama,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,1016,78292.01,15186.94,12197.71
State,01,Alabama,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,1307,46862.93,8000.0,5804.19
State,01,Alabama,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,355,32203.59,5829.4,3660.85
State,01,Alabama,067,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,26,67071.27,11556.31,9545.54
State,01,Alabama,068,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,82,40002.15,7059.38,5191.04
State,01,Alabama,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,620,38410.76,6214.73,4457.04
State,01,Alabama,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,263,63070.97,13769.22,11118.07
State,01,Alabama,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,308,44470.83,8916.11,6425.56
State,01,Alabama,072,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,45,32955.04,6320.2,4323.31
State,01,Alabama,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,93,51058.01,11667.45,9933.65
State,01,Alabama,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,173,40404.0,9024.56,5738.72
State,01,Alabama,075,VIRAL MENINGITIS WITH CC/MCC,11,87284.73,15089.82,9785.27
State,01,Alabama,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,29,77578.72,11851.31,9229.28
State,01,Alabama,078,HYPERTENSIVE ENCEPHALOPATHY WITH CC,34,52655.94,7216.82,5805.15
State,01,Alabama,080,NONTRAUMATIC STUPOR AND COMA WITH MCC,18,75134.78,14621.22,13461.17
State,01,Alabama,081,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,16,29304.19,7454.06,5275.56
State,01,Alabama,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,141,86708.08,18676.89,14584.81
State,01,Alabama,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,138,54843.48,10799.22,8454.68
State,01,Alabama,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,73,40374.66,7776.12,5775.48
State,01,Alabama,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,105,76413.9,16123.42,13739.7
State,01,Alabama,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,155,50476.9,10681.47,8267.63
State,01,Alabama,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,78,35270.35,7067.05,5022.31
State,01,Alabama,089,CONCUSSION WITH CC,28,42129.11,8521.46,6828.43
State,01,Alabama,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,203,61095.25,13537.76,10505.75
State,01,Alabama,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,265,38261.15,8452.62,5956.16
State,01,Alabama,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,83,31557.14,6098.37,4548.37
State,01,Alabama,094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,21,144297.29,27828.29,24988.62
State,01,Alabama,095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,16,117526.56,16723.0,14429.06
State,01,Alabama,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,28,142541.14,32833.29,23806.54
State,01,Alabama,098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,14,121993.14,16915.93,12464.0
State,01,Alabama,100,SEIZURES WITH MCC,346,85737.01,14628.59,11876.05
State,01,Alabama,101,SEIZURES WITHOUT MCC,430,38149.54,8293.84,5454.02
State,01,Alabama,102,HEADACHES WITH MCC,16,52654.25,9269.5,6681.0
State,01,Alabama,103,HEADACHES WITHOUT MCC,116,34484.98,7635.37,4174.96
State,01,Alabama,123,NEUROLOGICAL EYE DISORDERS,41,37231.27,7350.0,4913.2
State,01,Alabama,124,OTHER DISORDERS OF THE EYE WITH MCC OR THROMBOLYTIC AGENT,13,33125.15,10986.38,9640.31
State,01,Alabama,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,37,42767.59,7084.22,4719.22
State,01,Alabama,141,MAJOR HEAD AND NECK PROCEDURES WITH CC,33,95589.73,19200.73,14080.58
State,01,Alabama,142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,17,92990.06,14558.82,11922.35
State,01,Alabama,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",24,78433.04,16053.29,11420.75
State,01,Alabama,145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",28,56969.43,10506.11,8313.93
State,01,Alabama,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",11,47607.36,13495.82,7263.55
State,01,Alabama,149,DYSEQUILIBRIUM,151,28265.8,5919.53,4018.19
State,01,Alabama,150,EPISTAXIS WITH MCC,11,34423.64,10758.73,7989.91
State,01,Alabama,151,EPISTAXIS WITHOUT MCC,33,26841.7,6563.09,4438.3
State,01,Alabama,152,OTITIS MEDIA AND URI WITH MCC,28,45740.5,8783.39,6597.39
State,01,Alabama,153,OTITIS MEDIA AND URI WITHOUT MCC,59,26726.71,6926.44,4055.54
State,01,Alabama,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",15,57557.73,13661.47,7732.0
State,01,Alabama,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",30,31324.1,7324.4,5687.6
State,01,Alabama,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",13,45763.92,5891.46,4179.92
State,01,Alabama,157,DENTAL AND ORAL DISEASES WITH MCC,17,69237.41,11430.59,9321.59
State,01,Alabama,158,DENTAL AND ORAL DISEASES WITH CC,26,37140.15,8212.35,5417.23
State,01,Alabama,163,MAJOR CHEST PROCEDURES WITH MCC,165,206911.82,35488.41,29808.04
State,01,Alabama,164,MAJOR CHEST PROCEDURES WITH CC,169,103529.61,19382.09,15057.55
State,01,Alabama,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,89,74198.17,14226.08,11780.91
State,01,Alabama,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,144,142551.94,25554.98,20960.88
State,01,Alabama,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,87,84336.29,14600.45,10649.66
State,01,Alabama,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,26,58031.38,11470.69,7837.96
State,01,Alabama,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,372,54923.58,11164.63,8372.63
State,01,Alabama,176,PULMONARY EMBOLISM WITHOUT MCC,290,35273.31,6546.94,4570.92
State,01,Alabama,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,2614,58190.61,12989.43,10995.2
State,01,Alabama,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,663,32987.89,8604.55,6599.32
State,01,Alabama,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,170,21719.26,6370.51,4880.79
State,01,Alabama,180,RESPIRATORY NEOPLASMS WITH MCC,212,67141.82,12710.54,10221.45
State,01,Alabama,181,RESPIRATORY NEOPLASMS WITH CC,80,48195.5,9392.29,6868.44
State,01,Alabama,183,MAJOR CHEST TRAUMA WITH MCC,45,48960.71,11941.58,9808.18
State,01,Alabama,184,MAJOR CHEST TRAUMA WITH CC,85,39334.24,8270.94,6350.66
State,01,Alabama,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,18,33912.39,6206.67,4450.56
State,01,Alabama,186,PLEURAL EFFUSION WITH MCC,106,61800.78,11355.91,9838.09
State,01,Alabama,187,PLEURAL EFFUSION WITH CC,67,40841.43,8196.54,6408.75
State,01,Alabama,188,PLEURAL EFFUSION WITHOUT CC/MCC,12,19933.75,6106.08,5094.58
State,01,Alabama,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,1244,48448.51,9315.47,7370.52
State,01,Alabama,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,1221,44408.62,8344.15,6543.44
