provider_ccn,provider_org_name,provider_city,provider_street_address,provider_state_fips,provider_zip5,provider_state_abbreviation,provider_ruca_code,provider_ruca_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,18,24243.06,8202.44,6462.72
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,39,26482.62,8120.23,6930.49
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,14,23111.5,6410.79,5267.93
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,64,32784.09,9707.69,8534.06
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,38,21714.34,6221.63,4837.21
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,12,18674.17,4746.08,3812.75
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",19,29810.47,11832.26,10318.95
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",29,28223.83,8147.97,6232.97
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",291,HEART FAILURE AND SHOCK WITH MCC,140,26111.51,9538.01,8561.73
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",305,HYPERTENSION WITHOUT MCC,17,19481.06,5554.76,4048.88
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,28,27633.57,8895.5,7667.68
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,23,22565.0,5481.17,4629.0
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,20,14179.95,4101.15,2741.15
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",312,SYNCOPE AND COLLAPSE,23,19617.74,6313.87,4924.43
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",313,CHEST PAIN,30,17057.77,5362.73,3816.07
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,11,48875.91,18045.18,16740.09
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,19,23279.68,7373.89,5710.0
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",389,GASTROINTESTINAL OBSTRUCTION WITH CC,16,19525.88,6399.25,4541.12
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,12,14139.42,5205.08,2495.17
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",17,32545.59,9501.59,8654.53
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",100,20794.68,6043.23,4396.14
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",17,29014.82,7047.76,6577.18
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,14,101455.5,17511.71,8929.36
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,40,57042.15,15635.5,14315.5
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,14,106932.14,23614.43,21817.64
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,17,70116.71,16004.94,14404.94
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,16,18650.88,5953.38,4144.62
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",552,MEDICAL BACK PROBLEMS WITHOUT MCC,24,29352.08,7146.25,5746.25
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",13,23837.08,6505.46,5274.69
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",602,CELLULITIS WITH MCC,12,41316.33,10657.0,9590.33
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",603,CELLULITIS WITHOUT MCC,29,17893.21,6592.83,5213.52
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",638,DIABETES WITH CC,20,16897.9,6456.85,5120.05
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",50,26006.22,9662.82,8926.82
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",69,20056.74,5747.19,4518.84
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",682,RENAL FAILURE WITH MCC,19,33353.47,12776.21,9633.05
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",683,RENAL FAILURE WITH CC,12,23840.17,6832.42,5431.67
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,65,23618.49,8596.23,7464.6
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,68,20066.28,6219.38,4601.88
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,31,43275.42,11857.19,10480.81
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",811,RED BLOOD CELL DISORDERS WITH MCC,12,28964.25,10244.75,9444.75
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",812,RED BLOOD CELL DISORDERS WITHOUT MCC,18,21929.78,6674.33,5362.44
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,14,62605.14,34147.57,27605.21
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,204,39254.16,14693.23,13406.98
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,53,27066.42,7812.77,5850.02
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,27,22133.33,11525.89,10399.96
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,11,31831.18,10912.82,9170.27
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",948,SIGNS AND SYMPTOMS WITHOUT MCC,11,20602.18,5757.91,4594.27
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,12,46231.75,7642.0,6175.33
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,17,49850.18,12605.59,11476.18
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,17,38216.82,9011.53,7882.12
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,17,63435.0,8134.18,7098.88
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,27,51847.0,9985.93,8064.74
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,19,34641.21,6470.05,5111.32
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",291,HEART FAILURE AND SHOCK WITH MCC,56,39496.46,8822.0,7831.11
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,12,35391.83,5741.42,4141.42
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,18,42809.28,7233.5,6166.83
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",21,35911.57,6025.52,4806.48
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,14,91713.5,13799.29,12313.57
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",19,26054.95,5741.26,4607.16
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,13,34939.31,8150.85,7166.23
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,27,33565.93,5796.89,4641.33
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,48,66117.73,13322.69,12136.69
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,11,74622.18,7270.64,6688.82
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",17,614653.12,120151.76,116924.65
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",12,357485.0,72501.17,70171.67
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,21,240142.52,38953.14,29788.57
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,17,193629.41,31895.18,21213.94
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",25,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,50,201927.46,31077.04,29294.22
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",27,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,14,129274.86,21798.5,12198.21
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",36,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,20,77150.0,12821.5,11408.9
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,EXTRACRANIAL PROCEDURES WITH CC,17,70061.0,11495.06,10249.76
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,59,46695.71,8432.17,6624.42
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54,NERVOUS SYSTEM NEOPLASMS WITH MCC,19,43853.16,10218.0,8549.89
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,24,69217.83,14701.17,12662.38
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,64,49005.47,9850.33,7668.55
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",62,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",12,108663.17,16089.75,10664.42
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,140,71244.12,13830.2,11586.66
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,183,47060.3,7652.77,5814.77
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,53,29674.66,5392.81,3781.6
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,61,36821.98,6959.85,4443.23
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,15,58882.07,11668.73,9002.07
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,12,39928.25,7971.08,6398.42
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",73,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,14,39181.07,10714.0,9490.43
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",74,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,24,43598.33,8387.5,5666.62
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",82,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,18,63878.06,16148.28,14431.39
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",83,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,28,35082.75,9784.61,7801.43
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",84,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,13,25248.54,7037.69,5046.62
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,17,87684.76,15780.94,13299.29
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,34,40523.76,9141.15,7446.85
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,14,32382.64,6723.43,5052.71
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,30,51268.43,12222.4,11036.13
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,34,37835.26,7227.76,5930.82
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,20,75283.45,13762.25,12363.65
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,50,40947.96,9313.42,5242.92
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",103,HEADACHES WITHOUT MCC,16,36604.31,6397.94,4960.81
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,DYSEQUILIBRIUM,19,29374.68,6431.37,3796.58
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163,MAJOR CHEST PROCEDURES WITH MCC,22,189198.41,31919.77,30544.14
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164,MAJOR CHEST PROCEDURES WITH CC,36,143015.64,17685.83,15491.75
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,22,88295.09,13233.64,11578.55
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,11,61872.64,13005.82,11582.36
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,44,58880.0,10810.82,8283.34
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",176,PULMONARY EMBOLISM WITHOUT MCC,48,31682.08,6683.46,4672.56
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,194,54115.42,12947.43,10873.49
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,63,36875.75,8191.35,6571.71
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,20,28297.15,6687.75,5323.45
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,21,72622.52,11572.05,9891.48
