provider_ccn,provider_org_name,provider_street_address,provider_city,provider_state_abbreviation,provider_state_fips,provider_zip5,provider_ruca_code,provider_ruca_description,apc_code,apc_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5471,Implantation of Drug Infusion Device,12,12,88278.51,14972.38,13372.38,0,0.0
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,55,86,9553.39,1841.88,1439.67,0,0.0
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,26,30,31110.34,3538.65,2819.05,0,0.0
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",66,69,9567.33,1850.87,1467.13,0,0.0
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",12,12,13348.38,3095.75,2466.53,0,0.0
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,24,27,7268.17,6811.07,5426.7,0,0.0
010039,Huntsville Hospital,101 Sivley Rd,Huntsville,AL,01,35801,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,940,1000,17585.2,2101.48,1657.11,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,74,74,29073.1,1265.66,992.95,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,19,19,56023.33,2239.6,1778.47,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,11,36748.36,1243.95,974.74,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,43,45,74155.65,2352.09,1827.58,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,61,63,113864.41,5641.22,4472.83,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,78,80,177711.88,10570.47,8966.0,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,14,17,17064.34,1290.11,1015.59,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,40,42,48976.04,2484.64,1955.43,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,134,134,56146.17,2475.16,1709.85,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,39,40,184648.16,8645.39,7039.74,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,22,22,104699.15,8284.97,6681.64,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,92,102,37039.25,1419.82,1102.8,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,24,25,90583.12,3070.72,2439.39,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,71,73,92531.79,4069.4,3147.92,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,19,19,125095.53,7878.1,6271.74,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,41,43,49427.6,1578.37,1245.19,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,120,140,77600.78,2752.18,2178.92,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,81,87,83214.63,3933.94,3100.92,0,0.0
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,,,,,,,
010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,01,35903,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,137,148,79087.55,2060.5,1671.29,0,0.0
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5361,Level 1 Laparoscopy and Related Services,,,,,,,
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5491,Level 1 Intraocular Procedures,16,21,11288.76,1858.37,1451.67,0,0.0
010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,01,35570,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",8011,Comprehensive Observation Services,88,97,12670.85,2098.1,1682.38,0,0.0
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5182,Level 2 Vascular Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5183,Level 3 Vascular Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5302,Level 2 Upper GI Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5313,Level 3 Lower GI Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5361,Level 1 Laparoscopy and Related Services,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5372,Level 2 Urology and Related Services,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5373,Level 3 Urology and Related Services,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5431,Level 1 Nerve Procedures,,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5491,Level 1 Intraocular Procedures,40,55,10030.09,1636.57,1256.18,0,0.0
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,01,35555,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",8011,Comprehensive Observation Services,72,76,8501.8,2085.71,1651.38,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,16,18,12444.04,1254.41,990.18,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,35,37,34670.5,1243.72,986.06,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,57,60,52680.56,2410.11,1882.18,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,51,55,73160.1,5734.45,4565.64,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,71,74,137889.3,11085.09,9482.15,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,16,16,11024.49,1298.29,1016.61,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,,11,49640.54,2404.44,1877.07,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,192,194,26177.62,2529.57,1766.22,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,59,65,91888.02,9009.62,7421.93,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,23,23,84184.52,8949.85,7349.85,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,11,11,180327.83,27727.1,26106.56,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,74,74,11968.91,1455.33,1135.83,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,20,22,41288.93,1558.42,1235.95,0,0.0
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,01,35901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,20,20,44659.19,1253.25,998.52,0,0.0
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,13,14,66089.99,1762.5,1355.04,0,0.0
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5112,Level 2 Musculoskeletal Procedures,15,15,54802.51,1137.13,881.4,0,0.0
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5113,Level 3 Musculoskeletal Procedures,18,18,76810.51,2488.08,1966.1,0,0.0
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5114,Level 4 Musculoskeletal Procedures,34,35,109678.99,4932.42,3798.48,0,0.0
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5115,Level 5 Musculoskeletal Procedures,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5153,Level 3 Airway Endoscopy,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5154,Level 4 Airway Endoscopy,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5155,Level 5 Airway Endoscopy,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5163,Level 3 ENT Procedures,,,,,,,
010049,Medical Center Enterprise,400 N Edwards Street,Enterprise,AL,01,36330,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5164,Level 4 ENT Procedures,,,,,,,
