geo_level,geo_code,geo_description,service_level,apc_code,apc_description,hcpcs_code,hcpcs_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
State,12,Florida,APC,5375,Level 5 Urology and Related Services,,,9347,9809,48904.92,4243.13,3371.88,129,5594.69
State,12,Florida,APC,5376,Level 6 Urology and Related Services,,,1422,1432,65266.61,7749.52,6168.02,26,3493.0
State,12,Florida,APC,5377,Level 7 Urology and Related Services,,,87,88,84888.11,10772.93,9167.01,0,
State,12,Florida,APC,5378,Level 8 Urology and Related Services,,,678,690,116789.67,17417.31,15815.44,0,
State,12,Florida,APC,5414,Level 4 Gynecologic Procedures,,,2563,2586,33081.93,2549.9,2022.26,0,
State,12,Florida,APC,5415,Level 5 Gynecologic Procedures,,,1198,1221,53115.7,4171.3,3309.4,29,4035.95
State,12,Florida,APC,5416,Level 6 Gynecologic Procedures,,,627,632,75773.45,6258.07,4952.88,26,4647.67
State,12,Florida,APC,5431,Level 1 Nerve Procedures,,,4307,4820,17000.24,1595.5,1265.76,12,5466.31
State,12,Florida,APC,5432,Level 2 Nerve Procedures,,,146,155,51328.2,5236.78,4135.07,0,
State,12,Florida,APC,5461,Level 1 Neurostimulator and Related Procedures,,,343,344,44615.51,2879.71,2283.33,0,
State,12,Florida,APC,5462,Level 2 Neurostimulator and Related Procedures,,,639,687,44638.4,5756.22,4577.93,14,4423.78
State,12,Florida,APC,5463,Level 3 Neurostimulator and Related Procedures,,,162,163,128993.31,10550.59,8967.65,82,3294.48
State,12,Florida,APC,5464,Level 4 Neurostimulator and Related Procedures,,,1207,1242,113244.13,19359.51,17757.5,23,3754.9
State,12,Florida,APC,5465,Level 5 Neurostimulator and Related Procedures,,,1747,1763,156844.4,26337.99,24735.9,0,
State,12,Florida,APC,5471,Implantation of Drug Infusion Device,,,189,193,103122.93,14714.34,13113.14,0,
State,12,Florida,APC,5491,Level 1 Intraocular Procedures,,,5732,8350,20373.49,1892.11,1502.72,0,
State,12,Florida,APC,5492,Level 2 Intraocular Procedures,,,2146,2349,34163.88,3518.25,2797.76,24,5378.61
State,12,Florida,APC,5493,Level 3 Intraocular Procedures,,,21,22,66674.34,6141.06,4892.88,0,
State,12,Florida,APC,5495,Level 5 Intraocular Procedures,,,0,0,,,,0,
State,12,Florida,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,852,891,26171.71,1840.41,1463.45,17,5666.86
State,12,Florida,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,239,253,37613.51,3121.82,2481.6,0,
State,12,Florida,APC,5627,Level 7 Radiation Therapy,,,555,603,70415.59,6977.44,5555.59,130,5086.28
State,12,Florida,APC,5881,Ancillary Outpatient Services When Patient Dies,,,11,11,88810.05,10715.0,9115.0,0,
State,12,Florida,APC,8011,Comprehensive Observation Services,,,75330,82861,26965.35,2213.66,1799.42,214,4364.2
State,13,Georgia,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,8518,8815,12163.08,1364.43,1079.08,16,7248.19
State,13,Georgia,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,3388,3645,22912.63,2316.33,1834.22,36,5991.27
State,13,Georgia,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,1403,1462,27097.51,3124.53,2477.97,11,4031.14
State,13,Georgia,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,1394,1398,43793.37,5419.89,4302.58,19,4106.0
State,13,Georgia,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,184,189,57050.52,7944.13,6370.86,20,3805.9
State,13,Georgia,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,116,121,100844.11,14882.1,13285.25,0,
State,13,Georgia,APC,5112,Level 2 Musculoskeletal Procedures,,,1632,1683,13987.06,1256.74,993.19,0,
State,13,Georgia,APC,5113,Level 3 Musculoskeletal Procedures,,,2814,2874,25436.97,2620.92,2073.81,0,
State,13,Georgia,APC,5114,Level 4 Musculoskeletal Procedures,,,4443,4502,49168.94,5924.46,4692.99,134,3875.16
State,13,Georgia,APC,5115,Level 5 Musculoskeletal Procedures,,,10607,11005,77382.58,11883.06,10280.7,271,2688.57
State,13,Georgia,APC,5116,Level 6 Musculoskeletal Procedures,,,621,624,127958.74,19340.08,17739.88,38,3187.24
State,13,Georgia,APC,5153,Level 3 Airway Endoscopy,,,1027,1107,14245.68,1453.47,1149.22,0,
State,13,Georgia,APC,5154,Level 4 Airway Endoscopy,,,1461,1517,25846.18,3048.11,2419.59,0,
State,13,Georgia,APC,5155,Level 5 Airway Endoscopy,,,1041,1055,43029.42,5603.06,4451.85,18,3214.75
State,13,Georgia,APC,5163,Level 3 ENT Procedures,,,128,133,15432.86,1244.51,980.69,0,
State,13,Georgia,APC,5164,Level 4 ENT Procedures,,,320,324,22810.32,2548.81,2016.77,0,
State,13,Georgia,APC,5165,Level 5 ENT Procedures,,,936,943,37960.89,4852.16,3851.04,45,4479.02
State,13,Georgia,APC,5166,Cochlear Implant Procedure,,,87,89,126086.75,30117.62,28507.46,0,0.0
State,13,Georgia,APC,5182,Level 2 Vascular Procedures,,,1941,2036,10188.28,1349.02,1064.16,14,6561.17
State,13,Georgia,APC,5183,Level 3 Vascular Procedures,,,5127,5456,22006.49,2715.5,2149.37,62,5446.56
State,13,Georgia,APC,5184,Level 4 Vascular Procedures,,,1621,1778,43618.57,4400.4,3482.98,71,4063.33
State,13,Georgia,APC,5191,Level 1 Endovascular Procedures,,,9213,9248,25328.4,2701.41,1884.85,13,4153.88
State,13,Georgia,APC,5192,Level 2 Endovascular Procedures,,,2196,2565,31795.21,4811.3,3818.65,18,4447.66
State,13,Georgia,APC,5193,Level 3 Endovascular Procedures,,,3676,3950,74040.53,9571.52,7982.27,293,2526.96
State,13,Georgia,APC,5194,Level 4 Endovascular Procedures,,,959,1001,98032.36,15680.21,14083.62,54,3417.77
State,13,Georgia,APC,5200,Implantation Wireless PA Pressure Monitor,,,84,84,133657.15,24930.06,23329.89,0,0.0
State,13,Georgia,APC,5211,Level 1 Electrophysiologic Procedures,,,11,11,9980.48,974.25,761.6,0,0.0
State,13,Georgia,APC,5212,Level 2 Electrophysiologic Procedures,,,224,225,42986.02,6148.84,4866.97,0,
State,13,Georgia,APC,5213,Level 3 Electrophysiologic Procedures,,,2627,2684,121206.92,21449.97,19847.05,0,
State,13,Georgia,APC,5222,Level 2 Pacemaker and Similar Procedures,,,821,823,39163.0,7490.01,5950.77,0,
State,13,Georgia,APC,5223,Level 3 Pacemaker and Similar Procedures,,,2061,2063,57216.79,9496.73,7892.39,22,2100.41
State,13,Georgia,APC,5224,Level 4 Pacemaker and Similar Procedures,,,418,419,80641.98,17291.99,15689.41,12,1374.6
State,13,Georgia,APC,5231,Level 1 ICD and Similar Procedures,,,178,179,101425.04,20988.16,19387.27,0,
State,13,Georgia,APC,5232,Level 2 ICD and Similar Procedures,,,916,917,154960.85,29131.93,27530.36,13,4615.86
State,13,Georgia,APC,5244,Level 4 Blood Product Exchange and Related Services,,,0,0,,,,0,
State,13,Georgia,APC,5302,Level 2 Upper GI Procedures,,,4846,5249,13756.22,1585.17,1257.97,0,
State,13,Georgia,APC,5303,Level 3 Upper GI Procedures,,,645,658,21734.41,2976.55,2363.7,0,
State,13,Georgia,APC,5313,Level 3 Lower GI Procedures,,,929,951,19162.12,2312.32,1844.62,0,
State,13,Georgia,APC,5331,Complex GI Procedures,,,489,557,32350.15,4675.33,3716.73,0,
State,13,Georgia,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,2026,2091,28957.39,3197.97,2529.06,31,4149.27
State,13,Georgia,APC,5361,Level 1 Laparoscopy and Related Services,,,5034,5068,38424.4,4708.23,3722.0,61,3993.8
State,13,Georgia,APC,5362,Level 2 Laparoscopy and Related Services,,,2684,2693,66457.73,8265.51,6659.45,144,3052.05
State,13,Georgia,APC,5372,Level 2 Urology and Related Services,,,2439,3417,4756.5,556.15,436.56,0,
State,13,Georgia,APC,5373,Level 3 Urology and Related Services,,,3386,3880,16120.94,1678.34,1325.78,0,
State,13,Georgia,APC,5374,Level 4 Urology and Related Services,,,4200,4634,25368.73,2907.88,2300.99,50,3790.76
State,13,Georgia,APC,5375,Level 5 Urology and Related Services,,,4290,4524,32110.18,4268.99,3381.54,44,4264.11
State,13,Georgia,APC,5376,Level 6 Urology and Related Services,,,723,730,41700.26,7886.89,6288.13,0,
State,13,Georgia,APC,5377,Level 7 Urology and Related Services,,,46,46,61756.03,10299.14,8757.79,0,
State,13,Georgia,APC,5378,Level 8 Urology and Related Services,,,261,265,85538.11,17514.91,15907.2,0,
State,13,Georgia,APC,5414,Level 4 Gynecologic Procedures,,,1009,1016,22090.17,2539.21,2006.84,0,
State,13,Georgia,APC,5415,Level 5 Gynecologic Procedures,,,607,620,33455.92,4111.89,3247.03,0,
State,13,Georgia,APC,5416,Level 6 Gynecologic Procedures,,,302,304,46634.78,6290.51,4967.86,0,
State,13,Georgia,APC,5431,Level 1 Nerve Procedures,,,1806,2014,14839.68,1618.06,1279.45,0,
State,13,Georgia,APC,5432,Level 2 Nerve Procedures,,,89,94,44368.29,5171.13,4098.13,0,
State,13,Georgia,APC,5461,Level 1 Neurostimulator and Related Procedures,,,150,150,27796.02,2896.6,2282.19,0,
State,13,Georgia,APC,5462,Level 2 Neurostimulator and Related Procedures,,,264,275,34850.75,5947.4,4732.76,0,
State,13,Georgia,APC,5463,Level 3 Neurostimulator and Related Procedures,,,45,46,49658.62,11229.07,9619.24,0,
State,13,Georgia,APC,5464,Level 4 Neurostimulator and Related Procedures,,,512,524,88497.09,19640.54,18038.27,0,
State,13,Georgia,APC,5465,Level 5 Neurostimulator and Related Procedures,,,552,556,126659.17,26535.62,24932.8,0,
State,13,Georgia,APC,5471,Implantation of Drug Infusion Device,,,77,78,73705.02,14433.49,12830.59,0,
State,13,Georgia,APC,5491,Level 1 Intraocular Procedures,,,3826,5768,18970.15,1956.25,1548.54,0,
State,13,Georgia,APC,5492,Level 2 Intraocular Procedures,,,766,834,30993.49,3605.15,2849.56,0,
State,13,Georgia,APC,5493,Level 3 Intraocular Procedures,,,0,0,,,,0,
State,13,Georgia,APC,5495,Level 5 Intraocular Procedures,,,0,0,,,,0,
State,13,Georgia,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,580,588,18814.07,1925.32,1531.73,0,0.0
State,13,Georgia,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,84,87,24358.66,3215.67,2552.74,0,0.0
State,13,Georgia,APC,5627,Level 7 Radiation Therapy,,,247,276,77587.44,7024.38,5579.19,77,3663.08
State,13,Georgia,APC,5881,Ancillary Outpatient Services When Patient Dies,,,13,13,100373.84,11406.61,9806.61,0,
State,13,Georgia,APC,8011,Comprehensive Observation Services,,,20304,21920,20001.75,2216.57,1777.16,42,4836.67
State,15,Hawaii,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,942,972,7650.53,1705.17,1343.73,11,4966.8
State,15,Hawaii,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,293,303,16297.77,3006.85,2382.67,17,5137.5
State,15,Hawaii,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,181,190,18352.85,3947.99,3120.85,0,
State,15,Hawaii,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,185,185,34582.08,6989.46,5555.63,16,3499.04
State,15,Hawaii,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,0,0,,,,0,
State,15,Hawaii,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,0,0,,,,0,
State,15,Hawaii,APC,5112,Level 2 Musculoskeletal Procedures,,,215,226,7775.3,1644.41,1293.17,0,0.0
State,15,Hawaii,APC,5113,Level 3 Musculoskeletal Procedures,,,261,264,13915.25,3393.67,2674.69,0,
State,15,Hawaii,APC,5114,Level 4 Musculoskeletal Procedures,,,421,425,28081.19,7577.65,5991.89,0,
State,15,Hawaii,APC,5115,Level 5 Musculoskeletal Procedures,,,839,868,52072.92,14895.09,13296.72,22,3028.77
State,15,Hawaii,APC,5116,Level 6 Musculoskeletal Procedures,,,33,33,58062.87,26231.71,24631.71,0,0.0
State,15,Hawaii,APC,5153,Level 3 Airway Endoscopy,,,74,88,6973.51,1876.95,1492.57,0,
State,15,Hawaii,APC,5154,Level 4 Airway Endoscopy,,,148,151,17236.0,3840.97,3031.65,0,0.0
State,15,Hawaii,APC,5155,Level 5 Airway Endoscopy,,,132,133,28107.99,7275.45,5777.48,0,
State,15,Hawaii,APC,5163,Level 3 ENT Procedures,,,19,31,3884.21,1576.92,1256.41,0,0.0
State,15,Hawaii,APC,5164,Level 4 ENT Procedures,,,25,25,15530.53,3313.32,2639.89,0,0.0
State,15,Hawaii,APC,5165,Level 5 ENT Procedures,,,138,139,27982.28,6211.9,4926.36,0,
State,15,Hawaii,APC,5166,Cochlear Implant Procedure,,,0,0,,,,0,
State,15,Hawaii,APC,5182,Level 2 Vascular Procedures,,,215,223,6984.62,1745.42,1380.31,0,
State,15,Hawaii,APC,5183,Level 3 Vascular Procedures,,,616,632,14797.44,3441.65,2720.87,13,6876.31
State,15,Hawaii,APC,5184,Level 4 Vascular Procedures,,,277,300,32393.28,5908.22,4689.6,40,5191.03
State,15,Hawaii,APC,5191,Level 1 Endovascular Procedures,,,575,576,16601.3,3414.67,2369.33,0,
State,15,Hawaii,APC,5192,Level 2 Endovascular Procedures,,,349,416,20126.02,6133.46,4867.51,0,
State,15,Hawaii,APC,5193,Level 3 Endovascular Procedures,,,340,375,46933.26,12316.71,10719.05,49,3789.43
State,15,Hawaii,APC,5194,Level 4 Endovascular Procedures,,,155,163,58060.55,20044.49,18440.45,0,
State,15,Hawaii,APC,5200,Implantation Wireless PA Pressure Monitor,,,0,0,,,,0,
State,15,Hawaii,APC,5212,Level 2 Electrophysiologic Procedures,,,0,0,,,,0,
State,15,Hawaii,APC,5213,Level 3 Electrophysiologic Procedures,,,206,209,79042.08,27076.82,25475.12,0,
State,15,Hawaii,APC,5222,Level 2 Pacemaker and Similar Procedures,,,40,40,26168.89,9712.9,8105.62,0,
State,15,Hawaii,APC,5223,Level 3 Pacemaker and Similar Procedures,,,186,187,32135.28,11862.47,10262.18,15,2876.02
State,15,Hawaii,APC,5224,Level 4 Pacemaker and Similar Procedures,,,34,34,52424.74,20770.81,19170.81,0,0.0
State,15,Hawaii,APC,5231,Level 1 ICD and Similar Procedures,,,14,14,90252.94,25183.65,23583.47,0,
State,15,Hawaii,APC,5232,Level 2 ICD and Similar Procedures,,,70,70,100156.6,35985.81,34383.08,0,
State,15,Hawaii,APC,5302,Level 2 Upper GI Procedures,,,388,424,10545.69,2010.85,1596.79,0,
State,15,Hawaii,APC,5303,Level 3 Upper GI Procedures,,,78,81,17469.65,3883.49,3096.81,0,
State,15,Hawaii,APC,5313,Level 3 Lower GI Procedures,,,77,77,16384.02,3052.43,2441.14,0,
State,15,Hawaii,APC,5331,Complex GI Procedures,,,69,81,25957.52,6110.97,4841.17,0,
State,15,Hawaii,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,243,263,17364.42,4113.89,3247.77,0,
State,15,Hawaii,APC,5361,Level 1 Laparoscopy and Related Services,,,429,434,25334.09,5989.9,4725.85,0,
State,15,Hawaii,APC,5362,Level 2 Laparoscopy and Related Services,,,202,202,38988.34,10325.57,8724.45,19,2117.49
State,15,Hawaii,APC,5372,Level 2 Urology and Related Services,,,485,845,1851.67,724.31,571.29,0,
State,15,Hawaii,APC,5373,Level 3 Urology and Related Services,,,365,416,7094.28,2161.83,1712.94,0,0.0
State,15,Hawaii,APC,5374,Level 4 Urology and Related Services,,,356,404,15012.5,3626.23,2851.91,0,
State,15,Hawaii,APC,5375,Level 5 Urology and Related Services,,,359,386,21105.9,5419.04,4284.7,0,
State,15,Hawaii,APC,5376,Level 6 Urology and Related Services,,,35,35,35851.79,10091.04,8491.04,0,
State,15,Hawaii,APC,5377,Level 7 Urology and Related Services,,,0,0,,,,0,
State,15,Hawaii,APC,5378,Level 8 Urology and Related Services,,,0,0,,,,0,
State,15,Hawaii,APC,5414,Level 4 Gynecologic Procedures,,,119,120,12570.57,3282.06,2595.27,0,0.0
State,15,Hawaii,APC,5415,Level 5 Gynecologic Procedures,,,51,57,26451.84,5181.48,4066.16,0,
State,15,Hawaii,APC,5416,Level 6 Gynecologic Procedures,,,26,26,28178.78,7947.79,6347.79,0,0.0
State,15,Hawaii,APC,5431,Level 1 Nerve Procedures,,,145,164,6452.5,2092.8,1656.27,0,0.0
State,15,Hawaii,APC,5432,Level 2 Nerve Procedures,,,0,0,,,,0,
State,15,Hawaii,APC,5461,Level 1 Neurostimulator and Related Procedures,,,0,0,,,,0,
State,15,Hawaii,APC,5462,Level 2 Neurostimulator and Related Procedures,,,11,11,13970.0,7837.82,6246.63,0,0.0
State,15,Hawaii,APC,5464,Level 4 Neurostimulator and Related Procedures,,,0,0,,,,0,
State,15,Hawaii,APC,5465,Level 5 Neurostimulator and Related Procedures,,,34,35,92588.42,31952.25,30351.84,0,0.0
State,15,Hawaii,APC,5471,Implantation of Drug Infusion Device,,,0,0,,,,0,
State,15,Hawaii,APC,5491,Level 1 Intraocular Procedures,,,268,356,9818.11,2461.55,1937.08,0,0.0
State,15,Hawaii,APC,5492,Level 2 Intraocular Procedures,,,117,130,15134.52,4429.27,3460.12,0,0.0
State,15,Hawaii,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,32,32,10368.7,2451.91,1928.53,0,0.0
State,15,Hawaii,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,11,11,14272.07,4180.66,3330.93,0,0.0
State,15,Hawaii,APC,8011,Comprehensive Observation Services,,,1589,1666,16722.07,2852.81,2364.91,23,5196.23
State,16,Idaho,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,1958,2042,7472.18,1433.44,1137.38,0,
State,16,Idaho,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,725,786,13519.01,2433.55,1934.04,0,
State,16,Idaho,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,272,288,17789.39,3277.05,2603.13,0,
State,16,Idaho,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,323,323,34768.63,5705.9,4536.91,33,4676.44
State,16,Idaho,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,24,24,54176.98,8339.78,6739.78,12,5340.21
State,16,Idaho,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,0,0,,,,0,
State,16,Idaho,APC,5112,Level 2 Musculoskeletal Procedures,,,747,783,7164.65,1357.59,1077.16,0,
State,16,Idaho,APC,5113,Level 3 Musculoskeletal Procedures,,,1093,1142,14335.75,2753.63,2182.83,0,
State,16,Idaho,APC,5114,Level 4 Musculoskeletal Procedures,,,1693,1719,30684.33,6247.1,4962.11,72,3768.0
State,16,Idaho,APC,5115,Level 5 Musculoskeletal Procedures,,,3705,3868,52402.37,12263.2,10662.5,84,3463.91
State,16,Idaho,APC,5116,Level 6 Musculoskeletal Procedures,,,169,173,89571.32,20837.01,19237.01,11,5657.1
State,16,Idaho,APC,5153,Level 3 Airway Endoscopy,,,164,214,4682.13,1557.17,1238.53,0,
State,16,Idaho,APC,5154,Level 4 Airway Endoscopy,,,233,240,14580.41,3213.78,2560.39,0,0.0
State,16,Idaho,APC,5155,Level 5 Airway Endoscopy,,,156,159,34405.6,5897.75,4693.06,39,6054.66
State,16,Idaho,APC,5163,Level 3 ENT Procedures,,,50,57,5234.03,1330.73,1059.76,0,0.0
State,16,Idaho,APC,5164,Level 4 ENT Procedures,,,126,126,13572.84,2652.97,2096.07,0,
State,16,Idaho,APC,5165,Level 5 ENT Procedures,,,234,243,21723.01,4918.71,3899.0,0,
State,16,Idaho,APC,5166,Cochlear Implant Procedure,,,40,41,80645.64,30542.99,28942.99,0,0.0
State,16,Idaho,APC,5182,Level 2 Vascular Procedures,,,530,551,9542.75,1432.26,1135.61,20,6130.9
State,16,Idaho,APC,5183,Level 3 Vascular Procedures,,,1177,1219,15912.18,2845.46,2261.66,19,7092.81
State,16,Idaho,APC,5184,Level 4 Vascular Procedures,,,240,285,27998.37,4158.0,3303.44,30,8863.7
State,16,Idaho,APC,5191,Level 1 Endovascular Procedures,,,1481,1486,27407.27,2861.25,2008.57,33,4163.91
State,16,Idaho,APC,5192,Level 2 Endovascular Procedures,,,322,407,38233.07,5064.67,4027.31,18,3642.96
State,16,Idaho,APC,5193,Level 3 Endovascular Procedures,,,627,665,70283.68,10177.16,8583.17,202,3649.43
State,16,Idaho,APC,5194,Level 4 Endovascular Procedures,,,180,186,91429.89,16168.76,14610.55,23,3151.78
State,16,Idaho,APC,5200,Implantation Wireless PA Pressure Monitor,,,34,34,82740.63,27166.9,25566.9,0,0.0
State,16,Idaho,APC,5212,Level 2 Electrophysiologic Procedures,,,43,43,30308.67,6655.51,5301.5,0,
State,16,Idaho,APC,5213,Level 3 Electrophysiologic Procedures,,,531,542,106187.27,22774.72,21172.58,43,2860.19
State,16,Idaho,APC,5222,Level 2 Pacemaker and Similar Procedures,,,335,335,25499.44,7898.14,6313.99,0,
State,16,Idaho,APC,5223,Level 3 Pacemaker and Similar Procedures,,,524,524,41575.31,9971.66,8370.19,0,
State,16,Idaho,APC,5224,Level 4 Pacemaker and Similar Procedures,,,61,61,60732.84,17973.86,16373.86,0,
State,16,Idaho,APC,5231,Level 1 ICD and Similar Procedures,,,20,20,96182.47,21720.29,20120.29,0,0.0
State,16,Idaho,APC,5232,Level 2 ICD and Similar Procedures,,,176,176,108047.05,30746.51,29143.74,0,
State,16,Idaho,APC,5302,Level 2 Upper GI Procedures,,,1196,1340,8124.75,1687.0,1346.29,0,
State,16,Idaho,APC,5303,Level 3 Upper GI Procedures,,,176,178,15613.22,3082.32,2449.24,0,
State,16,Idaho,APC,5313,Level 3 Lower GI Procedures,,,146,148,12417.33,2416.95,1927.03,0,
State,16,Idaho,APC,5331,Complex GI Procedures,,,114,133,21998.53,4853.02,3860.16,0,
State,16,Idaho,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,405,424,15531.24,3348.11,2658.06,11,4312.29
State,16,Idaho,APC,5361,Level 1 Laparoscopy and Related Services,,,1071,1077,26271.89,4938.08,3918.75,27,4089.91
State,16,Idaho,APC,5362,Level 2 Laparoscopy and Related Services,,,637,637,42312.86,8602.45,7001.62,118,3592.13
State,16,Idaho,APC,5372,Level 2 Urology and Related Services,,,1632,2331,849.63,573.93,453.08,0,
State,16,Idaho,APC,5373,Level 3 Urology and Related Services,,,1066,1296,4178.13,1716.84,1364.83,0,
State,16,Idaho,APC,5374,Level 4 Urology and Related Services,,,852,965,13400.42,2986.85,2376.0,0,
State,16,Idaho,APC,5375,Level 5 Urology and Related Services,,,921,986,20087.76,4470.47,3552.17,0,
State,16,Idaho,APC,5376,Level 6 Urology and Related Services,,,142,144,25022.28,7945.89,6362.53,0,0.0
State,16,Idaho,APC,5377,Level 7 Urology and Related Services,,,0,0,,,,0,
State,16,Idaho,APC,5378,Level 8 Urology and Related Services,,,20,21,47401.9,18483.79,16883.79,0,0.0
State,16,Idaho,APC,5414,Level 4 Gynecologic Procedures,,,149,150,12066.87,2669.78,2121.35,0,0.0
State,16,Idaho,APC,5415,Level 5 Gynecologic Procedures,,,170,176,19786.44,4443.63,3536.2,0,
State,16,Idaho,APC,5416,Level 6 Gynecologic Procedures,,,42,42,34779.48,6459.77,5128.84,0,
State,16,Idaho,APC,5431,Level 1 Nerve Procedures,,,1208,1361,8672.14,1664.44,1320.06,0,0.0
State,16,Idaho,APC,5432,Level 2 Nerve Procedures,,,30,30,18352.21,5741.14,4539.03,0,
State,16,Idaho,APC,5461,Level 1 Neurostimulator and Related Procedures,,,42,42,14064.3,3003.68,2381.92,0,0.0
State,16,Idaho,APC,5462,Level 2 Neurostimulator and Related Procedures,,,161,187,18023.06,5728.49,4564.01,0,
State,16,Idaho,APC,5463,Level 3 Neurostimulator and Related Procedures,,,0,0,,,,0,
State,16,Idaho,APC,5464,Level 4 Neurostimulator and Related Procedures,,,80,81,73337.9,19945.87,18345.54,0,
State,16,Idaho,APC,5465,Level 5 Neurostimulator and Related Procedures,,,218,219,121303.98,27088.53,25486.79,49,12723.0
State,16,Idaho,APC,5471,Implantation of Drug Infusion Device,,,115,116,65558.3,15266.31,13673.21,0,
State,16,Idaho,APC,5491,Level 1 Intraocular Procedures,,,354,535,12661.13,2041.47,1621.18,0,
State,16,Idaho,APC,5492,Level 2 Intraocular Procedures,,,228,257,26337.87,3691.34,2931.39,0,0.0
State,16,Idaho,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,118,121,10123.64,1923.69,1524.53,0,
State,16,Idaho,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,21,23,19622.51,3257.73,2595.59,0,
State,16,Idaho,APC,5627,Level 7 Radiation Therapy,,,24,27,38750.01,7216.36,5749.61,0,
State,16,Idaho,APC,8011,Comprehensive Observation Services,,,2803,2912,17805.39,2356.16,1919.62,82,5167.19
State,17,Illinois,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,15222,15849,11036.25,1441.98,1143.25,43,6571.54
State,17,Illinois,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,4450,4819,20920.6,2482.21,1968.5,45,6672.68
State,17,Illinois,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,2043,2112,25268.99,3385.45,2691.62,11,6138.49
State,17,Illinois,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,2121,2127,44050.51,5833.6,4636.92,54,4591.2
State,17,Illinois,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,189,194,51942.07,8654.48,7049.85,17,4776.73
State,17,Illinois,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,136,144,94680.92,16444.66,14844.66,0,
State,17,Illinois,APC,5112,Level 2 Musculoskeletal Procedures,,,2324,2423,11690.34,1375.93,1088.86,0,
State,17,Illinois,APC,5113,Level 3 Musculoskeletal Procedures,,,3970,4061,22780.06,2844.46,2252.54,43,5077.31
State,17,Illinois,APC,5114,Level 4 Musculoskeletal Procedures,,,6061,6129,42365.58,6389.59,5071.15,124,3728.76
State,17,Illinois,APC,5115,Level 5 Musculoskeletal Procedures,,,17557,18201,69021.84,12699.46,11097.53,363,2637.47
State,17,Illinois,APC,5116,Level 6 Musculoskeletal Procedures,,,488,495,111714.92,21136.71,19534.66,13,3133.91
State,17,Illinois,APC,5153,Level 3 Airway Endoscopy,,,1372,1601,11230.58,1546.97,1228.1,0,
State,17,Illinois,APC,5154,Level 4 Airway Endoscopy,,,2502,2655,28169.39,3248.38,2577.36,42,4254.7
State,17,Illinois,APC,5155,Level 5 Airway Endoscopy,,,1444,1458,42985.78,6134.68,4876.0,24,3585.99
State,17,Illinois,APC,5163,Level 3 ENT Procedures,,,281,333,8827.11,1252.57,990.96,0,0.0
State,17,Illinois,APC,5164,Level 4 ENT Procedures,,,561,567,21617.0,2749.23,2180.5,0,
State,17,Illinois,APC,5165,Level 5 ENT Procedures,,,1283,1284,41254.95,5263.48,4180.72,43,5927.81
State,17,Illinois,APC,5166,Cochlear Implant Procedure,,,122,124,142583.97,32564.8,30960.41,0,0.0
State,17,Illinois,APC,5182,Level 2 Vascular Procedures,,,2944,3183,9150.89,1450.93,1150.02,32,6323.24
