Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,783,CESAREAN SECTION WITH STERILIZATION WITH MCC,93,75452.505376,21578.204301,16686.967742
National,,National,784,CESAREAN SECTION WITH STERILIZATION WITH CC,247,45803.165992,11120.283401,8083.6275304
National,,National,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,186,37826.177419,8684.2365591,6453.9569892
National,,National,786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,382,72398.612565,20877.575916,15038.162304
National,,National,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,978,44315.526585,11378.244376,7957.6390593
National,,National,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,692,36907.921965,8837.6387283,6190.5101156
National,,National,796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,14,42453.928571,12987.571429,11015
National,,National,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,41,36512.390244,8633.804878,6508.0731707
National,,National,798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,24,42366.375,9079.375,5909.8333333
National,,National,799,SPLENIC PROCEDURES WITH MCC,391,227252.29668,48973.023018,42857.85422
National,,National,800,SPLENIC PROCEDURES WITH CC,184,128326.58696,25691.847826,20913.5
National,,National,801,SPLENIC PROCEDURES WITHOUT CC/MCC,68,75731.455882,16357.044118,11482.367647
National,,National,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,541,173465.03882,40981.23475,32607.142329
National,,National,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,514,87606.013619,18241.976654,15347.44358
National,,National,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,210,64373.1,12753.27619,8423.7
National,,National,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,284,32755.43662,11218.478873,8634.8802817
National,,National,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,1063,24633.764817,7682.5945437,5446.5757291
National,,National,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,1510,20599.570861,6602.6231788,4448.7615894
National,,National,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,7525,104099.81794,22453.428571,18677.822193
National,,National,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,9295,59128.461969,12485.116622,9855.1095212
National,,National,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,946,48247.683932,10538.082452,8195.4788584
National,,National,811,RED BLOOD CELL DISORDERS WITH MCC,27276,63695.376815,13226.991054,10983.266938
National,,National,812,RED BLOOD CELL DISORDERS WITHOUT MCC,34239,41996.667718,8853.7868513,6815.8356845
National,,National,813,COAGULATION DISORDERS,15958,74177.879935,16252.013598,13808.066174
National,,National,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,1781,98966.441325,23744.110051,18429.092645
National,,National,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,2213,52610.110709,11368.151378,8866.4789878
National,,National,816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,373,32404.865952,7266.308311,4949.6112601
National,,National,817,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,41,92594.682927,32866.243902,28476.609756
National,,National,818,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,32,53490.21875,15334.4375,12257.6875
National,,National,819,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,15,43200.933333,10839.466667,9025.5333333
National,,National,820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,1073,299959.20037,64360.090401,52269.272134
National,,National,821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,829,117968.63812,23526.845597,18731.171291
National,,National,822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,679,68798.555228,12902.169367,9650.6023564
National,,National,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,2429,226834.28489,47602.341704,39964.244957
National,,National,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,1906,115430.54565,23189.203568,18456.635362
National,,National,825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,442,72173.217195,13303.190045,10102.988688
National,,National,826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,933,232754.08682,54966.527331,43280.844587
National,,National,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,1603,124558.23331,25552.715533,19895.625078
National,,National,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,1023,87794.596285,17800.209189,12797.426197
National,,National,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,1856,154644.00593,33820.573815,28408.214978
National,,National,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,267,79973.460674,14868.224719,11732.187266
National,,National,831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,451,49173.445676,13048.527716,10146.022173
National,,National,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,565,27757.272566,8687.5044248,6379.7150442
National,,National,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,215,22184.093023,6398.7255814,4818.0604651
National,,National,834,ACUTE LEUKEMIA WITH MCC,4444,275304.89761,64727.981998,53953.849685
National,,National,835,ACUTE LEUKEMIA WITH CC,1762,101053.07548,22658.252554,18443.68672
National,,National,836,ACUTE LEUKEMIA WITHOUT CC/MCC,210,65913.680952,15453.966667,11990.228571
National,,National,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A,1769,226158.80045,62815.557942,50604.717354
National,,National,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAP,1247,101542.95108,26897.681636,21651.333601
National,,National,839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,519,69816.701349,17061.046243,12999.612717
National,,National,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,8326,144658.86188,32151.180639,26807.14785
National,,National,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,5442,77752.958839,16316.346564,12905.494304
National,,National,842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,783,54607.153257,10972.471264,8536.3039591
National,,National,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MC,2217,89875.698241,19781.748309,15829.576906
National,,National,844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,1423,58343.718201,11362.122277,8808.9290232
National,,National,845,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT,191,45366.17801,8756.8586387,6347.2984293
National,,National,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,3240,126528.15,31140.894753,24953.249074
National,,National,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,7923,61896.281459,14649.910514,11168.615297
National,,National,848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,114,36861.657895,10892.745614,8306.8508772
National,,National,849,RADIOTHERAPY,231,128826.92208,25599.91342,22540.445887
National,,National,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,82276,215975.22369,44641.206354,39014.964242
National,,National,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,20936,92586.623567,18508.752818,14814.498663
National,,National,855,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,122,75408.139344,14218.131148,11805.418033
National,,National,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,7267,189087.56984,41566.480391,35400.729737
National,,National,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,7384,95042.471289,19667.236322,15982.353467
National,,National,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,598,59420.899666,13052.020067,9881.3093645
National,,National,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,10906,79741.632771,17408.071337,14212.178434
National,,National,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,7854,42527.106315,9823.6478228,7574.7788388
National,,National,864,FEVER AND INFLAMMATORY CONDITIONS,4505,44140.59556,8621.527192,6547.7531632
National,,National,865,VIRAL ILLNESS WITH MCC,2625,68401.708571,16548.260952,13476.129524
National,,National,866,VIRAL ILLNESS WITHOUT MCC,3260,41909.340798,9333.5714724,6633.043865
National,,National,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,2405,92383.938462,21070.261954,17019.820374
National,,National,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,1605,47170.017445,10803.662928,7831.988785
National,,National,869,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,222,36040.216216,7736.4144144,5102.5585586
National,,National,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,27451,302123.35281,62012.665003,55400.742814
National,,National,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,562896,85472.677496,17656.976049,15105.709991
National,,National,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,107993,46624.391766,9642.6576815,7370.7800969
National,,National,876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,556,137263.28058,35123.147482,29197.444245
National,,National,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,5264,44764.841375,9295.0034195,7120.2443009
National,,National,881,DEPRESSIVE NEUROSES,2198,29321.787989,8801.8594177,6963.0605096
National,,National,882,NEUROSES EXCEPT DEPRESSIVE,1345,36139.509294,8884.8446097,6710.5665428
National,,National,883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,704,56618.875,16315.434659,13073.742898
National,,National,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,20726,59017.121393,14699.962559,12169.761025
National,,National,885,PSYCHOSES,43506,41265.011125,13237.946881,10886.341332
National,,National,886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,223,60441.139013,14335.107623,10256.784753
National,,National,887,OTHER MENTAL DISORDER DIAGNOSES,312,50022.24359,12265.894231,10158.733974
National,,National,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",2801,26676.111389,6446.3205998,5059.4962513
National,,National,895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",3837,31999.671358,13352.635653,11850.039093
National,,National,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",9229,75196.177809,16709.79987,13962.853505
National,,National,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",19449,33869.157592,8564.8442593,6679.2221708
National,,National,901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,906,192175.83775,46233.550773,38738.636865
National,,National,902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,1536,88916.302734,19490.591797,16057.904297
National,,National,903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,367,56819.495913,11958.307902,9347.3514986
National,,National,904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,874,189176.78032,40521.977117,33825.369565
National,,National,905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,117,82276.282051,15630.25641,12448.940171
National,,National,906,HAND PROCEDURES FOR INJURIES,369,102211.14363,20892.067751,16084.807588
National,,National,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,8837,179396.03044,38503.924182,32654.429671
National,,National,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,7314,93559.970878,19085.129751,15615.994941
National,,National,909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,1955,63678.920205,12590.126854,9972.4644501
National,,National,913,TRAUMATIC INJURY WITH MCC,809,75213.270705,15464.483313,12946.89246
National,,National,914,TRAUMATIC INJURY WITHOUT MCC,1883,45295.565056,9024.4216676,6950.0886883
National,,National,915,ALLERGIC REACTIONS WITH MCC,1758,76776.868032,17618.460182,14214.220137
National,,National,916,ALLERGIC REACTIONS WITHOUT MCC,2147,29567.827201,6813.1322776,4707.143456
National,,National,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,17883,72500.294693,14980.398703,12433.047867
National,,National,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,7329,38754.426525,8404.501842,6404.8147087
National,,National,919,COMPLICATIONS OF TREATMENT WITH MCC,13500,84178.144741,18683.144222,15275.40963
National,,National,920,COMPLICATIONS OF TREATMENT WITH CC,10765,46549.719461,10154.736739,7928.6159777
National,,National,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,1770,32703.067797,7273.7073446,5383.1146893
National,,National,922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",1662,76176.969916,15819.626354,12897.509025
National,,National,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",1610,44948.024845,10045.665839,7661.6254658
National,,National,927,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,129,935905.87597,240570.84496,225547.71318
National,,National,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,987,312442.08004,76127.485309,65429.948328
National,,National,929,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,191,137430.44503,33298.528796,27147.549738
National,,National,933,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,77,140751.87013,40058.857143,34055.415584
National,,National,934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,338,88752.399408,23147.443787,19255.579882
National,,National,935,NON-EXTENSIVE BURNS,1201,91674.154871,23713.418818,19042.683597
National,,National,939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,456,137526.96491,32261.120614,27286.936404
National,,National,940,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,1031,103248.12221,21049.85936,17295.206596
National,,National,941,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,468,94449.446581,16945.478632,14519.600427
National,,National,945,REHABILITATION WITH CC/MCC,2150,53106.010698,15631.293953,14266.390698
National,,National,946,REHABILITATION WITHOUT CC/MCC,524,38103.318702,11094.734733,9815.1240458
National,,National,947,SIGNS AND SYMPTOMS WITH MCC,6546,54803.88894,12173.461503,9864.352429
National,,National,948,SIGNS AND SYMPTOMS WITHOUT MCC,18393,36140.563965,7673.8819116,5819.57598
National,,National,949,AFTERCARE WITH CC/MCC,944,44925.307203,18176.754237,15745.627119
National,,National,950,AFTERCARE WITHOUT CC/MCC,141,23612.248227,9774.3475177,8036.9787234
National,,National,951,OTHER FACTORS INFLUENCING HEALTH STATUS,6524,24667.121398,5728.5453709,4416.3315451
National,,National,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,450,336660.87111,69892.291111,60430.288889
National,,National,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",6279,167155.46074,34517.832139,29801.454212
National,,National,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,2386,361441.39355,80392.6228,66742.629505
National,,National,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,1644,209244.81204,43850.75365,34164.773723
National,,National,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,130,119903.32308,24788.323077,19236.115385
National,,National,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,3353,129953.54429,28910.873248,24179.475395
National,,National,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,4249,72996.628854,15231.70346,11646.678042
National,,National,965,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,554,49426.373646,9191.2364621,6544.7599278
National,,National,969,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,241,332603.43983,75572.406639,68304.456432
National,,National,970,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,53,129256.66038,30484.283019,25135.641509
National,,National,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,2573,141593.56899,33411.460163,28759.82122
National,,National,975,HIV WITH MAJOR RELATED CONDITION WITH CC,1090,68071.87156,15982.243119,13294.906422
National,,National,976,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,116,49809.913793,12833.043103,10688.12931
National,,National,977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,577,62609.20104,15992.490468,13324.596187
National,,National,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,21077,201037.24316,43394.425298,37608.877212
National,,National,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,10286,112307.90434,22526.775326,18931.624344
National,,National,983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2082,83032.036984,15771.580692,12435.763208
National,,National,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,7407,155923.61131,33390.947752,28562.350479
National,,National,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,5344,79431.913922,16227.869199,13079.818114
National,,National,989,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,760,58318.4,10602.459211,8155.8539474
State,01,Alabama,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",183,886841.13115,178415.57377,152674.7541
State,01,Alabama,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",156,473801.33974,94829.448718,82712.724359
State,01,Alabama,005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,13,688216.15385,129615.92308,91768.153846
State,01,Alabama,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",21,175564.57143,40385.095238,33782.047619
State,01,Alabama,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",38,203687.34211,34504.184211,27044.263158
State,01,Alabama,013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",13,146453.76923,24701.692308,20503.384615
State,01,Alabama,016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,37,204285.62162,65865.810811,39724.135135
State,01,Alabama,018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,46,1576143.5652,304007.65217,288903.08696
State,01,Alabama,020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,31,301081.54839,76315.032258,62770.096774
State,01,Alabama,023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,181,214995.11602,46325.254144,36139.502762
State,01,Alabama,024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,58,145633.55172,29936.258621,23921.551724
State,01,Alabama,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,288,230938.36111,36544.788194,30574.409722
State,01,Alabama,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,83,143489.12048,23639.012048,18424.710843
State,01,Alabama,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,112,118493.25893,20604.053571,16382.616071
State,01,Alabama,028,SPINAL PROCEDURES WITH MCC,38,277621.26316,59074.605263,31352.131579
State,01,Alabama,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,50,175621.28,33768.06,18767.46
State,01,Alabama,030,SPINAL PROCEDURES WITHOUT CC/MCC,13,71767.307692,16324.461538,14562.692308
State,01,Alabama,031,VENTRICULAR SHUNT PROCEDURES WITH MCC,16,205866.5,39617.5625,27168.125
State,01,Alabama,032,VENTRICULAR SHUNT PROCEDURES WITH CC,27,96243.703704,16767.888889,11548.925926
State,01,Alabama,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,26,86130.538462,12692.615385,10939.769231
State,01,Alabama,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,29,130673,26492.137931,23256.827586
State,01,Alabama,035,CAROTID ARTERY STENT PROCEDURES WITH CC,83,96336.13253,16133.614458,14524.409639
State,01,Alabama,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,160,73341.21875,12797.3375,10702.7
State,01,Alabama,037,EXTRACRANIAL PROCEDURES WITH MCC,60,144037.51667,26807.8,22172.733333
State,01,Alabama,038,EXTRACRANIAL PROCEDURES WITH CC,158,88506.93038,12504.272152,9365.9683544
State,01,Alabama,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,329,57401.954407,8695.2431611,6456.9665653
State,01,Alabama,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",45,168968.86667,26206.644444,22211.688889
State,01,Alabama,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",75,119942.54667,16214.36,13181.613333
State,01,Alabama,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,123,63886.154472,11529.130081,8474.8211382
State,01,Alabama,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,31,35504.258065,7790.3225806,5877.8064516
State,01,Alabama,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,184,72116.907609,16536.61413,13639.733696
State,01,Alabama,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,397,39799.997481,11038.670025,7564.6523929
State,01,Alabama,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,22,50643.909091,10119.590909,6617.5454545
State,01,Alabama,060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,15,52748.2,6655.2666667,4858
State,01,Alabama,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",50,189700.28,21929.52,19100.84
State,01,Alabama,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",81,99480.481481,14258.938272,10795.382716
State,01,Alabama,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",17,79560.058824,11897,8887.6470588
State,01,Alabama,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,1016,78292.005906,15186.940945,12197.712598
State,01,Alabama,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,1307,46862.9342,7999.9992349,5804.1889824
State,01,Alabama,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,355,32203.591549,5829.4,3660.8507042
State,01,Alabama,067,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,26,67071.269231,11556.307692,9545.5384615
State,01,Alabama,068,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,82,40002.146341,7059.3780488,5191.0365854
State,01,Alabama,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,620,38410.759677,6214.7258065,4457.0354839
State,01,Alabama,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,263,63070.973384,13769.21673,11118.072243
State,01,Alabama,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,308,44470.831169,8916.1136364,6425.5551948
State,01,Alabama,072,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,45,32955.044444,6320.2,4323.3111111
State,01,Alabama,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,93,51058.010753,11667.451613,9933.6451613
State,01,Alabama,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,173,40404,9024.5606936,5738.716763
State,01,Alabama,075,VIRAL MENINGITIS WITH CC/MCC,11,87284.727273,15089.818182,9785.2727273
State,01,Alabama,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,29,77578.724138,11851.310345,9229.2758621
State,01,Alabama,078,HYPERTENSIVE ENCEPHALOPATHY WITH CC,34,52655.941176,7216.8235294,5805.1470588
State,01,Alabama,080,NONTRAUMATIC STUPOR AND COMA WITH MCC,18,75134.777778,14621.222222,13461.166667
State,01,Alabama,081,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,16,29304.1875,7454.0625,5275.5625
State,01,Alabama,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,141,86708.078014,18676.893617,14584.808511
State,01,Alabama,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,138,54843.478261,10799.224638,8454.6811594
State,01,Alabama,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,73,40374.657534,7776.1232877,5775.4794521
