state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu,lat,lon,full_address
UT,Salt Lake,Lds Hospital,Salt Lake City,2h 56m,176.0,https://www.hospitalstats.org/hospital-ratings/lds-hospital-salt-lake-city-ut.htm,Lds Hospital Ratings,8th Avenue And C Street,Salt Lake City,UT,84143.0,(801) 408-1100,Acute Care Hospitals,YES,20% better,20.0,better,,,9.7,15.3,20.0,0.0,176.0,VERY GOOD,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Salt-Lake-County-UT.htm,2025-10-18T18:43:19.174341+00:00,9,10,20% better (±1),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",19,17,,,"8th Avenue And C Street, Salt Lake City, UT 84143"
UT,Salt Lake,Va Salt Lake City Healthcare - George E. Wahlen Va Medical Center,Salt Lake City,,,https://www.hospitalstats.org/hospital-ratings/va-salt-lake-city-healthcare--george-e-wahlen-va-medical-center-salt-lake-city-ut.htm,Va Salt Lake City Healthcare - George E. Wahlen Va Medical Center Ratings,500 Foothill Blvd.,Salt Lake City,UT,84148.0,(801) 584-1211,Acute Care - Veterans Administration,YES,24% better,24.0,better,9.9,,8.6,15.9,,,,VERY GOOD,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Salt-Lake-County-UT.htm,2025-10-18T18:43:19.174341+00:00,wait time rating not available,10,24% better (±1),20,19,"no data for specific chief complaint, quality point remains at 20",19,17,,,"500 Foothill Boulevard., Salt Lake City, UT 84148"
UT,Sanpete,Gunnison Valley Hospital,Gunnison,2h 6m,126.0,https://www.hospitalstats.org/hospital-ratings/gunnison-valley-hospital-gunnison-ut.htm,Gunnison Valley Hospital Ratings,64 East 100 North,Gunnison,UT,84634.0,(435) 528-2114,Critical Access Hospitals,YES,21% worse,21.0,worse,,,,23.0,,,126.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Sanpete-County-UT.htm,2025-10-18T18:43:24.960754+00:00,10,5,21% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"64 East 100 North, Gunnison, UT 84634"
UT,Utah,Spanish Fork Hospital,Spanish Fork,2h 22m,142.0,https://www.hospitalstats.org/hospital-ratings/spanish-fork-hospital-spanish-fork-ut.htm,Spanish Fork Hospital Ratings,765 East Market Place Drive,Spanish Fork,UT,84660.0,(385) 344-5000,Acute Care Hospitals,YES,,,,,,,,0.0,0.0,142.0,VERY GOOD,Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Utah-County-UT.htm,2025-10-18T18:43:40.449110+00:00,10,10,mortality not used,20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",,,"765 East Market Place Drive, Spanish Fork, UT 84660"
UT,Wasatch,Heber Valley Hospital,Heber City,2h 8m,128.0,https://www.hospitalstats.org/hospital-ratings/heber-valley-hospital-heber-city-ut.htm,Heber Valley Hospital Ratings,454 East Medical Way,Heber City,UT,84032.0,(435) 654-2500,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,128.0,VERY GOOD,Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Wasatch-County-UT.htm,2025-10-18T18:43:42.450692+00:00,10,10,mortality not used,20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",,,"454 East Medical Way, Heber City, UT 84032"
UT,Weber,Ogden Regional Medical Center,Ogden,1h 52m,112.0,https://www.hospitalstats.org/hospital-ratings/ogden-regional-medical-center-ogden-ut.htm,Ogden Regional Medical Center Ratings,5475 South 500 East,Ogden,UT,84405.0,(801) 479-2111,Acute Care Hospitals,YES,3% better,3.0,better,12.7,12.8,12.2,17.3,4.0,2.0,112.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Weber-County-UT.htm,2025-10-18T18:43:47.423336+00:00,10,7,3% better (±0),17,15,15,15,14,,,"5475 South 500 East, Ogden, UT 84405"
VA,Alleghany,Lewisgale Hospital Alleghany,Low Moor,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/lewisgale-hospital-alleghany-low-moor-va.htm,Lewisgale Hospital Alleghany Ratings,One Arh Lane - Po Box 7,Low Moor,VA,24457.0,(540) 862-6011,Acute Care Hospitals,YES,8% better,8.0,better,,13.4,10.9,16.4,1.0,0.0,100.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Alleghany-County-VA.htm,2025-10-18T18:43:53.563096+00:00,10,7,8% better (±0),17,"no data for specific chief complaint, quality point remains at 17",15,15,14,,,"One Arh Lane -, Low Moor, VA 24457"
VA,Bath,Bath Community Hospital,Hot Springs,2h 5m,125.0,https://www.hospitalstats.org/hospital-ratings/bath-community-hospital-hot-springs-va.htm,Bath Community Hospital Ratings,106 Park Drive- Po Drawer Z,Hot Springs,VA,24445.0,(540) 839-7000,Critical Access Hospitals,YES,5% worse,5.0,worse,,,13.0,18.7,0.0,0.0,125.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Bath-County-VA.htm,2025-10-18T18:43:57.454245+00:00,10,5,5% worse (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",13,12,,,"106 Park Drive- Po Drawer Z, Hot Springs, VA 24445"
VA,Chesapeake City,Chesapeake General Hospital,Chesapeake,2h 44m,164.0,https://www.hospitalstats.org/hospital-ratings/chesapeake-general-hospital-chesapeake-va.htm,Chesapeake General Hospital Ratings,"736 Battlefield Blvd, North",Chesapeake,VA,23320.0,(757) 312-8121,Acute Care Hospitals,YES,9% better,9.0,better,10.5,14.1,10.4,17.0,17.0,3.0,164.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Chesapeake-City-County-VA.htm,2025-10-18T18:44:04.201163+00:00,9,7,9% better (±0),16,14,14,14,13,,,"736 Battlefield Boulevard, North, Chesapeake, VA 23320"
VA,Norfolk City,Childrens Hospital Of The Kings Daughters Inc,Norfolk,,,https://www.hospitalstats.org/hospital-ratings/childrens-hospital-of-the-kings-daughters-inc-norfolk-va.htm,Childrens Hospital Of The Kings Daughters Inc Ratings,601 Children's Lane,Norfolk,VA,23507.0,(757) 668-9647,Childrens,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Norfolk-City-County-VA.htm,2025-10-18T18:45:18.666735+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"601 Children's Lane, Norfolk, VA 23507"
VA,Portsmouth City,Nmc Portsmouth,Portsmouth,3h 32m,212.0,https://www.hospitalstats.org/hospital-ratings/nmc-portsmouth-portsmouth-va.htm,Nmc Portsmouth Ratings,620 John Paul Jones Circle,Portsmouth,VA,23708.0,(757) 953-5008,Acute Care - Department of Defense,YES,,,,,,,,0.0,,212.0,AVERAGE,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Portsmouth-City-County-VA.htm,2025-10-18T18:45:29.355519+00:00,8,7,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"620 John Paul Jones Circle, Portsmouth, VA 23708"
VA,Richmond City,Medical College Of Virginia Hospitals,Richmond,3h 26m,206.0,https://www.hospitalstats.org/hospital-ratings/medical-college-of-virginia-hospitals-richmond-va.htm,Medical College Of Virginia Hospitals Ratings,Post Office Box 980510 1250 East Marshall Street,Richmond,VA,23298.0,(804) 828-0938,Acute Care Hospitals,YES,7% better,7.0,better,11.0,14.9,8.2,18.5,45.0,22.0,206.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Richmond-City-County-VA.htm,2025-10-18T18:45:38.731648+00:00,8,7,7% better (±0),15,13,13,14,12,,,"Post Office Box 980510 1250 East Marshall Street, Richmond, VA 23298"
VA,Roanoke City,Carilion Medical Center,Roanoke,4h 32m,272.0,https://www.hospitalstats.org/hospital-ratings/carilion-medical-center-roanoke-va.htm,Carilion Medical Center Ratings,"1906 Belleview Avenue, Se",Roanoke,VA,24014.0,(540) 981-7000,Acute Care Hospitals,YES,8% worse,8.0,worse,11.8,16.7,12.8,19.9,56.0,15.0,272.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Roanoke-City-County-VA.htm,2025-10-18T18:45:40.770978+00:00,6,7,8% worse (±0),13,11,10,11,10,,,"1906 Belleview Avenue, Se, Roanoke, VA 24014"
VA,Russell,Russell County Hospital,Lebanon,2h 10m,130.0,https://www.hospitalstats.org/hospital-ratings/russell-county-hospital-lebanon-va.htm,Russell County Hospital Ratings,58 Carroll Street,Lebanon,VA,24266.0,(276) 883-8100,Acute Care Hospitals,YES,10% worse,10.0,worse,,,15.0,18.5,0.0,0.0,130.0,VERY GOOD,Rooms and facilities are usually clean; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Russell-County-VA.htm,2025-10-18T18:45:42.815218+00:00,10,10,10% worse (±1),19,"no data for specific chief complaint, quality point remains at 19","no data for specific chief complaint, quality point remains at 19",17,16,,,"58 Carroll Street, Lebanon, VA 24266"
VA,Tazewell,Clinch Valley Medical Center,Richlands,3h 12m,192.0,https://www.hospitalstats.org/hospital-ratings/clinch-valley-medical-center-richlands-va.htm,Clinch Valley Medical Center Ratings,6801 Governor Gc Perry Highway,Richlands,VA,24641.0,(276) 596-6000,Acute Care Hospitals,YES,1% better,1.0,better,13.4,,14.2,14.7,0.0,0.0,192.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Tazewell-County-VA.htm,2025-10-18T18:45:58.253881+00:00,9,10,1% better (±0),19,17,"no data for specific chief complaint, quality point remains at 19",17,17,,,"6801 Governor Gc Perry Highway, Richlands, VA 24641"
VA,Warren,Warren Memorial Hospital,Front Royal,2h 36m,156.0,https://www.hospitalstats.org/hospital-ratings/warren-memorial-hospital-front-royal-va.htm,Warren Memorial Hospital Ratings,351 Valley Health Way,Front Royal,VA,22630.0,(540) 636-0299,Acute Care Hospitals,YES,7% worse,7.0,worse,12.2,,13.0,20.4,1.0,0.0,156.0,VERY GOOD,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Warren-County-VA.htm,2025-10-18T18:46:02.397898+00:00,10,10,7% worse (±0),20,18,"no data for specific chief complaint, quality point remains at 20",18,16,,,"351 Valley Health Way, Front Royal, VA 22630"
VA,Washington,Johnston Memorial Hospital,Abingdon,3h 38m,218.0,https://www.hospitalstats.org/hospital-ratings/johnston-memorial-hospital-abingdon-va.htm,Johnston Memorial Hospital Ratings,16000 Johnston Memorial Drive,Abingdon,VA,24211.0,(276) 258-1000,Acute Care Hospitals,YES,4% worse,4.0,worse,13.9,15.1,11.7,18.4,3.0,1.0,218.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Washington-County-VA.htm,2025-10-18T18:46:04.405600+00:00,8,7,4% worse (±0),15,13,12,13,12,,,"16000 Johnston Memorial Drive, Abingdon, VA 24211"
VT,Washington,Central Vermont Medical Center,Barre,2h 43m,163.0,https://www.hospitalstats.org/hospital-ratings/central-vermont-medical-center-barre-vt.htm,Central Vermont Medical Center Ratings,Box 547,Barre,VT,5641.0,(802) 371-4100,Acute Care Hospitals,YES,7% worse,7.0,worse,12.2,16.9,14.5,17.4,8.0,0.0,163.0,AVERAGE,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Washington-County-VT.htm,2025-10-18T18:46:26.552124+00:00,9,7,7% worse (±0),16,14,13,14,13,,,"Box 547, Barre, VT 5641"
WA,Franklin,Lourdes Medical Center,Pasco,1h 48m,108.0,https://www.hospitalstats.org/hospital-ratings/lourdes-medical-center-pasco-wa.htm,Lourdes Medical Center Ratings,520 N Fourth Avenue,Pasco,WA,99301.0,(509) 546-2278,Critical Access Hospitals,YES,8% better,8.0,better,,13.2,9.4,18.1,1.0,0.0,108.0,AVERAGE,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Franklin-County-WA.htm,2025-10-18T18:46:55.459263+00:00,10,7,8% better (±0),17,"no data for specific chief complaint, quality point remains at 17",15,16,14,,,"520 N Fourth Avenue, Pasco, WA 99301"
WA,King,Multicare Auburn Medical Center,Auburn,3h 29m,209.0,https://www.hospitalstats.org/hospital-ratings/multicare-auburn-medical-center-auburn-wa.htm,Multicare Auburn Medical Center Ratings,202 North Division Street Plaza One,Auburn,WA,98001.0,(253) 833-7711,Acute Care Hospitals,YES,6% worse,6.0,worse,13.1,13.0,11.4,22.3,4.0,2.0,209.0,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/King-County-WA.htm,2025-10-18T18:47:27.075877+00:00,8,7,6% worse (±0),15,13,13,13,11,,,"202 North Division Street Plaza One, Auburn, WA 98001"
WA,King,University Of Washington Medical Ctr,Seattle,4h 14m,254.0,https://www.hospitalstats.org/hospital-ratings/university-of-washington-medical-ctr-seattle-wa.htm,University Of Washington Medical Ctr Ratings,1959 Ne Pacific St Box 356151,Seattle,WA,98195.0,(206) 598-3300,Acute Care Hospitals,YES,3% worse,3.0,worse,14.2,14.7,10.5,18.6,134.0,16.0,254.0,VERY GOOD,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/King-County-WA.htm,2025-10-18T18:47:27.075877+00:00,6,10,3% worse (±0),16,14,14,14,13,,,"1959 Ne Pacific Street Box 356151, Seattle, WA 98195"
WA,King,Seattle Children's Hospital,Seattle,,,https://www.hospitalstats.org/hospital-ratings/seattle-childrens-hospital-seattle-wa.htm,Seattle Children's Hospital Ratings,"4800 Sand Point Way Ne, Po Box C-5371",Seattle,WA,98105.0,(206) 987-2000,Childrens,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/King-County-WA.htm,2025-10-18T18:47:27.075877+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"4800 Sand Point Way Ne C-5371, Seattle, WA 98105"
WA,Klickitat,Klickitat Valley Hospital,Goldendale,1h 36m,96.0,https://www.hospitalstats.org/hospital-ratings/klickitat-valley-hospital-goldendale-wa.htm,Klickitat Valley Hospital Ratings,310 South Roosevelt St,Goldendale,WA,98620.0,(509) 773-4022,Critical Access Hospitals,YES,,,,,,,,1.0,0.0,96.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Klickitat-County-WA.htm,2025-10-18T18:47:34.352132+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"310 South Roosevelt Street, Goldendale, WA 98620"
WA,Lewis,Arbor Health Morton Hospital,Morton,2h 24m,144.0,https://www.hospitalstats.org/hospital-ratings/arbor-health-morton-hospital-morton-wa.htm,Arbor Health Morton Hospital Ratings,521 Adams Street,Morton,WA,98356.0,(360) 496-5112,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,144.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Lewis-County-WA.htm,2025-10-18T18:47:37.431632+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"521 Adams Street, Morton, WA 98356"
WA,Lincoln,Odessa Memorial Healthcare Center,Odessa,2h 2m,122.0,https://www.hospitalstats.org/hospital-ratings/odessa-memorial-healthcare-center-odessa-wa.htm,Odessa Memorial Healthcare Center Ratings,502 E Amende Drive,Odessa,WA,99159.0,(509) 982-2611,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,122.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Lincoln-County-WA.htm,2025-10-18T18:47:40.494854+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"502 E Amende Drive, Odessa, WA 99159"
WA,Mason,Mason General Hospital & Family Of Clinics,Shelton,2h 41m,161.0,https://www.hospitalstats.org/hospital-ratings/mason-general-hospital-family-of-clinics-shelton-wa.htm,Mason General Hospital & Family Of Clinics Ratings,901 Mt View Drive,Shelton,WA,98584.0,(360) 426-1611,Critical Access Hospitals,YES,19% worse,19.0,worse,,15.7,14.0,24.3,3.0,0.0,161.0,POOR,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Mason-County-WA.htm,2025-10-18T18:47:42.550001+00:00,10,5,19% worse (±1),14,"no data for specific chief complaint, quality point remains at 14",11,12,10,,,"901 Mt View Drive, Shelton, WA 98584"
WA,Pacific,Ocean Beach Hospital,Ilwaco,2h 17m,137.0,https://www.hospitalstats.org/hospital-ratings/ocean-beach-hospital-ilwaco-wa.htm,Ocean Beach Hospital Ratings,174 First Avenue North,Ilwaco,WA,98624.0,(360) 642-3181,Critical Access Hospitals,YES,16% worse,16.0,worse,,,,21.6,0.0,0.0,137.0,POOR,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Pacific-County-WA.htm,2025-10-18T18:47:49.709684+00:00,10,5,16% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"174 First Avenue North, Ilwaco, WA 98624"
WA,Pend Oreille,Newport Community Hospital,Newport,1h 54m,114.0,https://www.hospitalstats.org/hospital-ratings/newport-community-hospital-newport-wa.htm,Newport Community Hospital Ratings,714 West Pine Street,Newport,WA,99156.0,(509) 447-2441,Critical Access Hospitals,YES,18% worse,18.0,worse,,,,22.2,0.0,,114.0,POOR,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Pend-Oreille-County-WA.htm,2025-10-18T18:47:51.669367+00:00,10,5,18% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"714 West Pine Street, Newport, WA 99156"
WA,Pierce,St Clare Hospital,Lakewood,2h 42m,162.0,https://www.hospitalstats.org/hospital-ratings/st-clare-hospital-lakewood-wa.htm,St Clare Hospital Ratings,11315 Bridgeport Way S W,Lakewood,WA,98499.0,(253) 588-1711,Acute Care Hospitals,YES,17% better,17.0,better,,12.4,10.3,14.8,1.0,3.0,162.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pierce-County-WA.htm,2025-10-18T18:47:59.779392+00:00,10,7,17% better (±1),18,"no data for specific chief complaint, quality point remains at 18",16,16,16,,,"11315 Bridgeport Way S W, Lakewood, WA 98499"
WA,Pierce,St Anthony Hospital,Gig Harbor,3h 12m,192.0,https://www.hospitalstats.org/hospital-ratings/st-anthony-hospital-gig-harbor-wa.htm,St Anthony Hospital Ratings,11567 Canterwood Boulevard Nw,Gig Harbor,WA,98332.0,(253) 530-2050,Acute Care Hospitals,YES,6% worse,6.0,worse,11.9,14.3,12.8,21.0,3.0,1.0,192.0,AVERAGE,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Pierce-County-WA.htm,2025-10-18T18:47:59.779392+00:00,9,7,6% worse (±0),16,14,14,14,12,,,"11567 Canterwood Boulevard Nw, Gig Harbor, WA 98332"
WA,Pierce,Tacoma General Allenmore Hospital,Tacoma,3h 42m,222.0,https://www.hospitalstats.org/hospital-ratings/tacoma-general-allenmore-hospital-tacoma-wa.htm,Tacoma General Allenmore Hospital Ratings,315 S Mlk Jr Way,Tacoma,WA,98405.0,(253) 403-1000,Acute Care Hospitals,YES,3% worse,3.0,worse,13.7,15.9,12.9,16.0,46.0,11.0,222.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pierce-County-WA.htm,2025-10-18T18:47:59.779392+00:00,8,7,3% worse (±0),15,13,12,13,12,,,"315 S Mlk Jr Way, Tacoma, WA 98405"
WA,Pierce,Madigan Amc (Ft Lewis),Mcchord,4h 6m,246.0,https://www.hospitalstats.org/hospital-ratings/madigan-amc-ft-lewis-mcchord-wa.htm,Madigan Amc (Ft Lewis) Ratings,9040a Jackson Ave - Joint Base Lewis,Mcchord,WA,98431.0,(253) 968-1110,Acute Care - Department of Defense,YES,,,,,,,,9.0,,246.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Pierce-County-WA.htm,2025-10-18T18:47:59.779392+00:00,7,10,mortality not used,17,"no data for specific chief complaint, quality point remains at 17","no data for specific chief complaint, quality point remains at 17","no data for specific chief complaint, quality point remains at 17","no data for specific chief complaint, quality point remains at 17",,,"9040a Jackson Avenue - Joint Base Lewis, Mcchord, WA 98431"
WA,Pierce,Mary Bridge Children's Hospital,Tacoma,,,https://www.hospitalstats.org/hospital-ratings/mary-bridge-childrens-hospital-tacoma-wa.htm,Mary Bridge Children's Hospital Ratings,317 Martin Luther King Jr W Box 5299,Tacoma,WA,98415.0,(253) 403-1400,Childrens,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pierce-County-WA.htm,2025-10-18T18:47:59.779392+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"317 Martin Luther King Jr W Box 5299, Tacoma, WA 98415"
WA,Spokane,Deaconess Medical Center,Spokane,3h 27m,207.0,https://www.hospitalstats.org/hospital-ratings/deaconess-medical-center-spokane-wa.htm,Deaconess Medical Center Ratings,W 800 Fifth Avenue,Spokane,WA,99210.0,(509) 473-5800,Acute Care Hospitals,YES,1% worse,1.0,worse,11.3,13.3,12.6,19.7,13.0,3.0,207.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Spokane-County-WA.htm,2025-10-18T18:48:15.417880+00:00,8,7,1% worse (±0),15,13,13,13,12,,,"W 800 Fifth Avenue, Spokane, WA 99210"
WA,Yakima,Astria Toppenish Hospital,Toppenish,2h 42m,162.0,https://www.hospitalstats.org/hospital-ratings/astria-toppenish-hospital-toppenish-wa.htm,Astria Toppenish Hospital Ratings,502 W Fourth Ave,Toppenish,WA,98948.0,(509) 865-1520,Acute Care Hospitals,YES,,,,,,,,0.0,1.0,162.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Yakima-County-WA.htm,2025-10-18T18:48:32.627201+00:00,10,7,mortality not used,17,"no data for specific chief complaint, quality point remains at 17","no data for specific chief complaint, quality point remains at 17","no data for specific chief complaint, quality point remains at 17","no data for specific chief complaint, quality point remains at 17",,,"502 W Fourth Avenue, Toppenish, WA 98948"
