Hospital_Name,Address,City,State,ZIP,Top_Procedures
Saint Thomas Highlands Hospital,TN,Sparta,401 Sewell Dr,38583,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Vanderbilt Wilson County Hospital,TN,Lebanon,1411 Baddour Parkway,37087,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Tristar Hendersonville Medical Center,TN,Hendersonville,355 New Shackle Island Rd,37075,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Tristar Southern Hills Medical Center,TN,Nashville,391 Wallace Rd,37211,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Ascension Saint Thomas Stones River Hospital,TN,Woodbury,324 Doolittle Road,37190,Comprehensive Observation Services | Level 2 Musculoskeletal Procedures
Saint Thomas Hospital For Specialty Surgery,TN,Nashville,2011 Murphy Avenue,37203,Level 1 Nerve Procedures | Level 1 Neurostimulator and Related Procedures | Level 4 Musculoskeletal Procedures
Tristar Stonecrest Medical Center,TN,Smyrna,200 Stonecrest Boulevard,37167,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Saint Francis Bartlett Medical Center,TN,Bartlett,2986 Kate Bond Rd,38133,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
"Campbell Clinic Surgery Center, Llc",TN,Germantown,7887 Wolf River Blvd,38138,Level 1 Nerve Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 2 Musculoskeletal Procedures
Haywood County Community Hospital,TN,Brownsville,2545 North Washington Avenue,38012,Comprehensive Observation Services | Level 3 Urology and Related Services
East Tennessee Childrens Hospital,TN,Knoxville,2018 Clinch Ave Sw,37916,Level 5 ENT Procedures
The Hospitals Of Providence Memorial Campus,TX,El Paso,2001 N Oregon St,79902,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Peterson Regional Medical Center,TX,Kerrville,551 Hill Country Drive,78028,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
United Regional Health Care System,TX,Wichita Falls,1600 11th Street,76301,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Chi St Joseph Health Regional Hospital,TX,Bryan,2801 Franciscan Dr,77802,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Parkland Health And Hospital System,TX,Dallas,5200 Harry Hines Blvd,75235,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
University Of Texas Medical Branch,TX,Galveston,301 University Boulevard,77555,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Baylor University Medical Center,TX,Dallas,3500 Gaston Ave,75246,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Citizens Medical Center,TX,Victoria,2701 Hospital Drive,77901,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
University Medical Center Of El Paso,TX,El Paso,4815 Alameda Ave,79905,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Valley Baptist Medical Center- Brownsville,TX,Brownsville,1040 W Jefferson St,78520,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Laredo Medical Center,TX,Laredo,1700 East Saunders,78044,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus Good Shepherd Medical Center,TX,Longview,700 E Marshall Ave,75601,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Vhs Harlingen Hospital Company Llc,TX,Harlingen,2101 Pease St,78550,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus Southeast Texas- St Elizabeth,TX,Beaumont,2830 Calder Avenue,77702,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
St Joseph Medical Center,TX,Houston,1401 St. Joseph Parkway,77002,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Jps Health Network,TX,Fort Worth,1500 S Main St,76104,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Covenant Medical Center,TX,Lubbock,3615 19th Street,79410,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Ascension Providence Depaul,TX,Waco,6901 Medical Parkway,76712,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Ut Southwestern University Hospital,TX,Dallas,6201 Harry Hines Blvd,75390,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Christus Spohn Hospital Corpus Christi,TX,Corpus Christi,600 Elizabeth Street,78404,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Methodist Dallas Medical Center,TX,Dallas,1441 North Beckley Avenue,75203,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Baylor Scott & White Medical  Center - Temple,TX,Temple,2401 S  31st St,76508,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Rolling Plains Memorial Hospital,TX,Sweetwater,200 E Arizona,79556,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Ascension Seton Medical Center Austin,TX,Austin,1201 W 38th St,78705,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Baptist Medical Center,TX,San Antonio,111 Dallas Street,78205,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Arlington Memorial Hospital,TX,Arlington,800 W Randol Mill Rd,76012,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hermann Texas Medical Center,TX,Houston,6411 Fannin,77030,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Chi St Luke's Health Brazosport,TX,Lake Jackson,100 Medical Drive,77566,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
"University Of Texas M D Anderson Cancer Center,the",TX,Houston,1515 Holcombe Blvd,77030,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Anson General Hospital,TX,Anson,101 Avenue J,79501,Comprehensive Observation Services
Baylor Scott And White Medical Center  Irving,TX,Irving,1901 N Macarthur Blvd,75061,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Titus Regional Medical Center,TX,Mount Pleasant,2001 N Jefferson,75455,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Christus Spohn Hospital Beeville,TX,Beeville,1500 E Houston Hwy,78102,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Ut Health East Texas Tyler Regional Hospital,TX,Tyler,1000 South Beckham Ave,75701,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Graham Regional Medical Center,TX,Graham,1301 Montgomery Road,76450,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Medical City North Hills,TX,North Richland Hills,4401 Booth Calloway Road,76180,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
North Texas Medical Center,TX,Gainesville,1900 Hospital Blvd,76240,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Fort Duncan Medical Center,TX,Eagle Pass,3333 N Foster Maldonado Blvd,78852,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Hca Houston Healthcare Southeast,TX,Pasadena,4000 Spencer Hwy,77504,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Baylor Scott & White Medical Center Hillcrest,TX,Waco,100 Hillcrest Medical Blvd,76712,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus Mother Frances Hospital,TX,Tyler,800 East Dawson,75701,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Guadalupe Regional Medical Center,TX,Seguin,1215 E Court St,78155,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Las Palmas Medical Center A Campus Of Lpds Healthc,TX,El Paso,1801 North Oregon Street,79902,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Connally Memorial Medical Center,TX,Floresville,499 10th Street,78114,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
South Texas Health System Behavioral,TX,Edinburg,1102 W Trenton Road,78539,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Dell Seton  Med Center At The University Of Tx,TX,Austin,601 E 15th Street,78701,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Knapp Medical Center,TX,Weslaco,1401 East Eight Street,78596,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Medical Center Hospital,TX,Odessa,500 W 4th Street,79761,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Midland Memorial Hospital,TX,Midland,400 Rosalind Redfern Grover Parkway,79701,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Harris Methodist Fort Worth,TX,Fort Worth,1301 Pennsylvania Avenue,76104,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Baylor Scott And White All Saints Medical Center,TX,Fort Worth,1400 Eighth Ave,76104,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Seton Smithville Regional Hospital,TX,Smithville,1201 Hill Rd Attn: Fin Dir,78957,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Permian Regional Medical Center Andrews County Ho,TX,Andrews,720 Hospital Drive,79714,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Detar Healthcare System,TX,Victoria,506 E San Antonio St,77901,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Texas Health Harris Methodist Hospital Cleburne,TX,Cleburne,201 Walls Drive,76033,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Adventhealth Central Texas,TX,Killeen,2201 S Clear Creek Road,76542,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Val Verde Regional Medical Center,TX,Del Rio,801 Bedell Ave,78840,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Hereford Regional Medical Center,TX,Hereford,801 East Third,79045,Comprehensive Observation Services | Level 3 Musculoskeletal Procedures | Level 3 Vascular Procedures
Grace Surgical Hospital,TX,Lubbock,2412 50th St,79412,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus Spohn Hospital Kleberg,TX,Kingsville,1311 General Cavazos Blvd,78363,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Methodist Hospital | Atascosa,TX,Jourdanton,1905 Hwy 97 East,78026,Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Intraocular Procedures
Mission Regional Medical Center,TX,Mission,900 South Bryan Road,78572,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Memorial Hermann Hospital System,TX,Houston,1635  North Loop West,77008,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Chi St Luke's Health Baylor College Of Medicine Me,TX,Houston,"6720 Bertner Ave, Ste Mc1-266",77030,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Ut Health East Texas Jacksonville Hospital,TX,Jacksonville,501 S Ragsdale,75766,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Paris Regional Medical Center,TX,Paris,865 Deshong Dr,75460,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Wadley Regional Medical Center,TX,Texarkana,1000 Pine Street,75501,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Comprehensive Observation Services
Medical City Weatherford,TX,Weatherford,713 E Anderson St,76086,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Northwest Texas Hospital,TX,Amarillo,1501 S  Coulter St,79106,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Ut Health East Texas Carthage Hospital,TX,Carthage,409 Cottage Rd,75633,Comprehensive Observation Services | Level 2 Musculoskeletal Procedures | Level 2 Pacemaker and Similar Procedures
Chi St Lukes Health Memorial Lufkin,TX,Lufkin,1201 West Frank Street,75901,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
University Health System,TX,San Antonio,4502 Medical Dr,78229,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Hca Houston Healthcare Conroe,TX,Conroe,504 Medical Center Blvd,77304,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Hendrick Medical Center,TX,Abilene,1900 Pine,79601,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Bsa Hospital,TX,Amarillo,1600 Wallace Blvd,79106,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hospital,TX,Gonzales,1110 North Sarah Dewitt Drive,78629,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Christus Mother Frances Hospital Sulphur Springs,TX,Sulphur Springs,115 Airport Rd,75482,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Christus Santa Rosa Medical Center,TX,San Antonio,2827 Babcock Road,78229,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Faith Community Hospital,TX,Jacksboro,215 Chisholm Trail,76458,Comprehensive Observation Services | Level 1 Laparoscopy and Related Services | Level 2 Excision/ Biopsy/ Incision and Drainage
Bellville Medical Center,TX,Bellville,44 N Cummings St,77418,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Wise Regional Health System,TX,Decatur,609 Medical Center Drive,76234,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus Santa Rosa Hospital-San Marcos,TX,San Marcos,1301 Wonder World Drive,78666,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Harris Health System,TX,Houston,2525 Holly Hall,77054,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Presbyterian Hospital Kaufman,TX,Kaufman,850 Ed Hall,75142,Comprehensive Observation Services | Level 1 Laparoscopy and Related Services | Level 1 Nerve Procedures
Texoma Medical Center,TX,Denison,5016 S Us Highway 75,75020,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Oakbend Medical Center,TX,Richmond,1705 Jackson St,77469,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Comprehensive Observation Services
Baptist Beaumont Hospital,TX,Beaumont,3080 College Street,77701,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Huntsville Memorial Hospital,TX,Huntsville,110 Memorial Hospital Drive,77340,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Falls Community Hospital And Clinic,TX,Marlin,322 Coleman Street,76661,Comprehensive Observation Services
Texas Health Harris Methodist Hospital Stephenvill,TX,Stephenville,411 N Belknap St,76401,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Hunt Regional Healthcare,TX,Greenville,4215 Joe Ramsey Blvd E,75401,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Houston Methodist Hospital,TX,Houston,6565 Fannin,77030,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Childress Regional Medical Center,TX,Childress,Hwy 83 North,79201,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Columbus Community Hospital,TX,Columbus,110 Shult Dr,78934,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baylor Scott & White Medical Center- Waxahachie,TX,Waxahachie,2400 N Interstate Highway 35e,75165,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Dallas Medical Center,TX,Dallas,7 Medical Parkway,75234,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Methodist Hospital,TX,San Antonio,7700 Floyd Curl Dr,78229,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Ut Health East Texas Athens Hospital,TX,Athens,2000 South Palestine St,75751,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Chi St Lukes Health Memorial Livingston,TX,Livingston,1717 Hwy 59 Bypass,77351,Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Laparoscopy and Related Services
Brownfield Regional Medical Center,TX,Brownfield,705 East Felt Street,79316,Comprehensive Observation Services
Parkview Regional Hospital,TX,Mexia,600 South Bonham Street,76667,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Medical City Mckinney,TX,Mckinney,4500 Medical Center Drive,75069,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Eastland Memorial Hospital,TX,Eastland,304 S Daugherty Street,76448,Comprehensive Observation Services | Level 1 Intraocular Procedures | Level 2 Vascular Procedures
Texas Health Harris Methodist Hospital Azle,TX,Azle,108 Denver Trail,76020,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baylor Scott And White Medical Center Uptown,TX,Dallas,2727 East Lemmon Avenue Building I,75204,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Level 1 Breast/Lymphatic Surgery and Related Procedures
Houston Methodist Baytown Hospital,TX,Baytown,4401 Garth Road,77521,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
St David's Medical Center,TX,Austin,919 E 32nd St,78705,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Navarro Regional Hospital,TX,Corsicana,3201 West Highway 22,75110,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Glen Rose Medical Center,TX,Glen Rose,1021 Holden Street,76043,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Tyler County Hospital,TX,Woodville,1100 West Bluff,75979,Comprehensive Observation Services | Level 2 Vascular Procedures
Texas Health Presbyterian Hospital  Dallas,TX,Dallas,8200 Walnut Hill Lane,75231,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Matagorda Regional Medical Center,TX,Bay City,104 7th Street,77414,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Wilson N Jones Regional Medical Center,TX,Sherman,500 N Highland Avenue,75091,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Ut Health East Texas Henderson Hospital,TX,Henderson,300 Wilson Street,75652,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Woodland Heights Medical Center,TX,Lufkin,505 South John Redditt Drive,75904,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Medical Arts Hospital,TX,Lamesa,2200 N Bryan Ave,79331,Comprehensive Observation Services | Level 3 Vascular Procedures
Stephens Memorial Hospital,TX,Breckenridge,200 South Geneva Street,76424,Comprehensive Observation Services | Level 1 Intraocular Procedures | Level 2 Vascular Procedures
Nacogdoches Memorial Hospital,TX,Nacogdoches,1204 Mound St,75961,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
The Medical Center Of Southeast Texas,TX,Port Arthur,2555 Jimmy Johnson Blvd,77640,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Methodist Richardson Medical Center,TX,Richardson,2831 E President George Bush Highway,75082,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Covenant Hospital Plainview,TX,Plainview,2601 Dimmitt Rd,79072,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Baylor Scott & White Medical Center  Grapevine,TX,Grapevine,1650 W College St,76051,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Comprehensive Observation Services
Palo Pinto General Hospital,TX,Mineral Wells,400 Southwest 25 Ave,76067,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Shannon Medical Center,TX,San Angelo,120 E Harris Ave.,76903,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus Jasper Memorial Hospital,TX,Jasper,1275 Marvin Hancock Drive,75951,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Hemphill County Hospital,TX,Canadian,1020 S 4th St,79014,Comprehensive Observation Services
Wilbarger General Hospital,TX,Vernon,920 Hillcrest Dr,76384,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Seymour Hospital,TX,Seymour,200 Stadium Drive,76380,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 2 Excision/ Biopsy/ Incision and Drainage
Hendrick Medical Center Brownwood,TX,Brownwood,1501 Burnet Dr,76801,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor
Lake Granbury Medical Center,TX,Granbury,1310 Paluxy Rd,76048,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Cuero Regional Hospital,TX,Cuero,2550 N Esplanade,77954,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Hill Country Memorial Hospital,TX,Fredericksburg,1020 South State Highway 16,78624,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Memorial Hermann Memorial City Medical Center,TX,Houston,921 Gessner,77024,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Hca Houston Healthcare Clear Lake,TX,Webster,500 Medical Center Blvd,77598,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Medical City Denton,TX,Denton,3535 South I35 East,76210,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Hca Houston Healthcare Northwest,TX,Houston,710 Cypress Creek Parkway,77090,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Heb,TX,Bedford,1600 Hospital Parkway,76022,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Nocona General Hospital,TX,Nocona,100 Park Road,76255,Comprehensive Observation Services | Level 1 Nerve Procedures | Level 2 Vascular Procedures
Doctors Hospital Of Laredo,TX,Laredo,10700 Mcpherson Road,78041,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Hca Houston Healthcare West,TX,Houston,12141 Richmond Ave,77082,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Medical City Dallas,TX,Dallas,7777 Forest Lane,75230,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Medical City Plano,TX,Plano,3901 W 15th St,75075,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
"Scenic Mountain Medical Center, A Steward Family H",TX,Big Spring,1601 W 11th Place,79720,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Starr County Memorial Hospital,TX,Rio Grande City,128  N Fm Rd 3167,78582,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Nacogdoches Medical Center,TX,Nacogdoches,4920 Ne Stallings Drive,75965,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Freestone Medical Center,TX,Fairfield,125 Newman St,75840,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Hca Houston Healthcare Medical Center,TX,Houston,1313 Hermann Dr,77004,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Odessa Regional Medical Center,TX,Odessa,520 E 6th Street,79761,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Valley Regional Medical Center,TX,Brownsville,100 A Alton Gloor,78526,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
